game_pk,date,batting_team,game_third,runs
718657,2023-04-09,Los Angeles Angels,Innings 7+,2
718657,2023-04-09,Toronto Blue Jays,Innings 1-3,4
718657,2023-04-09,Toronto Blue Jays,Innings 4-6,1
718652,2023-04-09,Cincinnati Reds,Innings 4-6,2
718652,2023-04-09,Cincinnati Reds,Innings 7+,4
718652,2023-04-09,Philadelphia Phillies,Innings 1-3,2
718652,2023-04-09,Philadelphia Phillies,Innings 4-6,2
718654,2023-04-09,Boston Red Sox,Innings 1-3,1
718654,2023-04-09,Boston Red Sox,Innings 4-6,1
718654,2023-04-09,Boston Red Sox,Innings 7+,2
718654,2023-04-09,Detroit Tigers,Innings 1-3,1
718655,2023-04-09,Tampa Bay Rays,Innings 1-3,1
718655,2023-04-09,Tampa Bay Rays,Innings 4-6,7
718655,2023-04-09,Tampa Bay Rays,Innings 7+,2
718653,2023-04-09,Pittsburgh Pirates,Innings 1-3,1
718651,2023-04-09,Baltimore Orioles,Innings 4-6,2
718651,2023-04-09,Baltimore Orioles,Innings 7+,1
718651,2023-04-09,New York Yankees,Innings 1-3,2
718651,2023-04-09,New York Yankees,Innings 4-6,2
718651,2023-04-09,New York Yankees,Innings 7+,1
718646,2023-04-09,Cleveland Guardians,Innings 1-3,1
718646,2023-04-09,Cleveland Guardians,Innings 7+,6
718646,2023-04-09,Seattle Mariners,Innings 1-3,2
718646,2023-04-09,Seattle Mariners,Innings 7+,4
718647,2023-04-09,Miami Marlins,Innings 1-3,3
718647,2023-04-09,Miami Marlins,Innings 4-6,3
718647,2023-04-09,Miami Marlins,Innings 7+,1
718647,2023-04-09,New York Mets,Innings 1-3,1
718647,2023-04-09,New York Mets,Innings 4-6,1
718649,2023-04-09,Houston Astros,Innings 1-3,2
718649,2023-04-09,Houston Astros,Innings 4-6,2
718649,2023-04-09,Houston Astros,Innings 7+,1
718649,2023-04-09,Minnesota Twins,Innings 4-6,1
718650,2023-04-09,Milwaukee Brewers,Innings 1-3,2
718650,2023-04-09,Milwaukee Brewers,Innings 4-6,1
718650,2023-04-09,Milwaukee Brewers,Innings 7+,3
718650,2023-04-09,St. Louis Cardinals,Innings 4-6,1
718642,2023-04-09,Chicago Cubs,Innings 1-3,2
718642,2023-04-09,Texas Rangers,Innings 1-3,4
718642,2023-04-09,Texas Rangers,Innings 4-6,4
718645,2023-04-09,Colorado Rockies,Innings 1-3,1
718645,2023-04-09,Colorado Rockies,Innings 4-6,6
718645,2023-04-09,Washington Nationals,Innings 1-3,1
718645,2023-04-09,Washington Nationals,Innings 4-6,3
718643,2023-04-09,Kansas City Royals,Innings 4-6,1
718643,2023-04-09,San Francisco Giants,Innings 7+,3
718644,2023-04-09,Los Angeles Angels,Innings 1-3,5
718644,2023-04-09,Los Angeles Angels,Innings 4-6,1
718644,2023-04-09,Los Angeles Angels,Innings 7+,5
718644,2023-04-09,Toronto Blue Jays,Innings 4-6,5
718644,2023-04-09,Toronto Blue Jays,Innings 7+,6
718639,2023-04-09,Arizona Diamondbacks,Innings 1-3,6
718639,2023-04-09,Arizona Diamondbacks,Innings 4-6,5
718639,2023-04-09,Los Angeles Dodgers,Innings 1-3,3
718639,2023-04-09,Los Angeles Dodgers,Innings 7+,3
718648,2023-04-09,Atlanta Braves,Innings 4-6,1
718648,2023-04-09,Atlanta Braves,Innings 7+,1
718648,2023-04-09,San Diego Padres,Innings 1-3,4
718648,2023-04-09,San Diego Padres,Innings 4-6,6
718640,2023-04-10,Chicago White Sox,Innings 4-6,4
718640,2023-04-10,Minnesota Twins,Innings 1-3,1
718640,2023-04-10,Minnesota Twins,Innings 4-6,2
718637,2023-04-10,Cleveland Guardians,Innings 1-3,1
718637,2023-04-10,Cleveland Guardians,Innings 4-6,1
718637,2023-04-10,Cleveland Guardians,Innings 7+,1
718637,2023-04-10,New York Yankees,Innings 1-3,2
718635,2023-04-10,Baltimore Orioles,Innings 1-3,3
718635,2023-04-10,Baltimore Orioles,Innings 4-6,1
718635,2023-04-10,Baltimore Orioles,Innings 7+,1
718635,2023-04-10,Oakland Athletics,Innings 1-3,1
718632,2023-04-10,Houston Astros,Innings 1-3,5
718632,2023-04-10,Houston Astros,Innings 4-6,2
718632,2023-04-10,Houston Astros,Innings 7+,1
718632,2023-04-10,Pittsburgh Pirates,Innings 1-3,1
718632,2023-04-10,Pittsburgh Pirates,Innings 4-6,1
718638,2023-04-10,Tampa Bay Rays,Innings 7+,1
718633,2023-04-10,Miami Marlins,Innings 7+,2
718633,2023-04-10,Philadelphia Phillies,Innings 1-3,5
718633,2023-04-10,Philadelphia Phillies,Innings 4-6,8
718633,2023-04-10,Philadelphia Phillies,Innings 7+,2
718634,2023-04-10,New York Mets,Innings 1-3,2
718634,2023-04-10,New York Mets,Innings 7+,3
718636,2023-04-10,Atlanta Braves,Innings 4-6,1
718636,2023-04-10,Atlanta Braves,Innings 7+,3
718636,2023-04-10,Cincinnati Reds,Innings 7+,4
718628,2023-04-10,Chicago Cubs,Innings 4-6,2
718628,2023-04-10,Chicago Cubs,Innings 7+,1
718628,2023-04-10,Seattle Mariners,Innings 4-6,1
718628,2023-04-10,Seattle Mariners,Innings 7+,1
718630,2023-04-11,Kansas City Royals,Innings 1-3,1
718630,2023-04-11,Kansas City Royals,Innings 7+,1
718630,2023-04-11,Texas Rangers,Innings 1-3,3
718630,2023-04-11,Texas Rangers,Innings 4-6,7
718629,2023-04-11,Colorado Rockies,Innings 1-3,2
718629,2023-04-11,Colorado Rockies,Innings 4-6,4
718629,2023-04-11,Colorado Rockies,Innings 7+,1
718629,2023-04-11,St. Louis Cardinals,Innings 4-6,3
718629,2023-04-11,St. Louis Cardinals,Innings 7+,1
718631,2023-04-11,Los Angeles Angels,Innings 1-3,4
718631,2023-04-11,Washington Nationals,Innings 1-3,1
718631,2023-04-11,Washington Nationals,Innings 4-6,4
718631,2023-04-11,Washington Nationals,Innings 7+,1
718627,2023-04-11,Arizona Diamondbacks,Innings 1-3,1
718627,2023-04-11,Arizona Diamondbacks,Innings 4-6,2
718641,2023-04-11,Los Angeles Dodgers,Innings 1-3,4
718641,2023-04-11,Los Angeles Dodgers,Innings 7+,4
718641,2023-04-11,San Francisco Giants,Innings 4-6,1
718626,2023-04-11,Cleveland Guardians,Innings 1-3,2
718626,2023-04-11,New York Yankees,Innings 1-3,6
718626,2023-04-11,New York Yankees,Innings 4-6,3
718626,2023-04-11,New York Yankees,Innings 7+,1
718618,2023-04-11,Baltimore Orioles,Innings 1-3,2
718618,2023-04-11,Baltimore Orioles,Innings 4-6,5
718618,2023-04-11,Baltimore Orioles,Innings 7+,4
718618,2023-04-11,Oakland Athletics,Innings 1-3,2
718618,2023-04-11,Oakland Athletics,Innings 4-6,5
718618,2023-04-11,Oakland Athletics,Innings 7+,1
718623,2023-04-11,Houston Astros,Innings 1-3,2
718623,2023-04-11,Houston Astros,Innings 7+,2
718623,2023-04-11,Pittsburgh Pirates,Innings 1-3,2
718623,2023-04-11,Pittsburgh Pirates,Innings 4-6,2
718623,2023-04-11,Pittsburgh Pirates,Innings 7+,3
718625,2023-04-11,Boston Red Sox,Innings 4-6,1
718625,2023-04-11,Boston Red Sox,Innings 7+,1
718625,2023-04-11,Tampa Bay Rays,Innings 1-3,2
718625,2023-04-11,Tampa Bay Rays,Innings 4-6,3
718625,2023-04-11,Tampa Bay Rays,Innings 7+,2
718619,2023-04-11,Miami Marlins,Innings 1-3,1
718619,2023-04-11,Miami Marlins,Innings 4-6,3
718619,2023-04-11,Miami Marlins,Innings 7+,4
718619,2023-04-11,Philadelphia Phillies,Innings 4-6,3
718619,2023-04-11,Philadelphia Phillies,Innings 7+,1
718622,2023-04-11,Detroit Tigers,Innings 1-3,3
718622,2023-04-11,Toronto Blue Jays,Innings 1-3,1
718622,2023-04-11,Toronto Blue Jays,Innings 4-6,3
718622,2023-04-11,Toronto Blue Jays,Innings 7+,5
718621,2023-04-11,New York Mets,Innings 4-6,1
718621,2023-04-11,New York Mets,Innings 7+,1
718621,2023-04-11,San Diego Padres,Innings 4-6,2
718621,2023-04-11,San Diego Padres,Innings 7+,2
718620,2023-04-11,Atlanta Braves,Innings 1-3,2
718620,2023-04-11,Atlanta Braves,Innings 4-6,4
718620,2023-04-11,Atlanta Braves,Innings 7+,1
718620,2023-04-11,Cincinnati Reds,Innings 1-3,4
718620,2023-04-11,Cincinnati Reds,Innings 7+,2
718617,2023-04-11,Chicago Cubs,Innings 1-3,8
718617,2023-04-11,Chicago Cubs,Innings 4-6,5
718617,2023-04-11,Seattle Mariners,Innings 1-3,7
718617,2023-04-11,Seattle Mariners,Innings 4-6,1
718617,2023-04-11,Seattle Mariners,Innings 7+,1
718616,2023-04-11,Chicago White Sox,Innings 1-3,2
718616,2023-04-11,Chicago White Sox,Innings 7+,1
718616,2023-04-11,Minnesota Twins,Innings 1-3,3
718616,2023-04-11,Minnesota Twins,Innings 7+,1
718615,2023-04-12,Kansas City Royals,Innings 1-3,1
718615,2023-04-12,Kansas City Royals,Innings 4-6,1
718615,2023-04-12,Kansas City Royals,Innings 7+,3
718615,2023-04-12,Texas Rangers,Innings 1-3,3
718615,2023-04-12,Texas Rangers,Innings 7+,5
718613,2023-04-12,Colorado Rockies,Innings 4-6,6
718613,2023-04-12,St. Louis Cardinals,Innings 1-3,2
718613,2023-04-12,St. Louis Cardinals,Innings 7+,7
718614,2023-04-12,Los Angeles Angels,Innings 4-6,2
718611,2023-04-12,Arizona Diamondbacks,Innings 7+,1
718611,2023-04-12,Milwaukee Brewers,Innings 7+,7
718624,2023-04-12,San Francisco Giants,Innings 1-3,2
718624,2023-04-12,San Francisco Giants,Innings 7+,3
718608,2023-04-12,Houston Astros,Innings 1-3,1
718608,2023-04-12,Houston Astros,Innings 4-6,1
718608,2023-04-12,Houston Astros,Innings 7+,5
718610,2023-04-12,New York Mets,Innings 1-3,2
718610,2023-04-12,New York Mets,Innings 4-6,2
718610,2023-04-12,New York Mets,Innings 7+,1
718610,2023-04-12,San Diego Padres,Innings 1-3,2
718605,2023-04-12,Chicago White Sox,Innings 7+,1
718605,2023-04-12,Minnesota Twins,Innings 4-6,1
718605,2023-04-12,Minnesota Twins,Innings 7+,2
718604,2023-04-12,Cleveland Guardians,Innings 1-3,3
718604,2023-04-12,New York Yankees,Innings 4-6,2
718604,2023-04-12,New York Yankees,Innings 7+,2
718606,2023-04-12,Chicago Cubs,Innings 1-3,1
718606,2023-04-12,Chicago Cubs,Innings 7+,1
718606,2023-04-12,Seattle Mariners,Innings 1-3,2
718606,2023-04-12,Seattle Mariners,Innings 7+,3
718607,2023-04-12,Colorado Rockies,Innings 1-3,1
718607,2023-04-12,Colorado Rockies,Innings 4-6,1
718607,2023-04-12,Colorado Rockies,Innings 7+,2
718607,2023-04-12,St. Louis Cardinals,Innings 1-3,1
718607,2023-04-12,St. Louis Cardinals,Innings 4-6,2
718607,2023-04-12,St. Louis Cardinals,Innings 7+,4
718598,2023-04-12,Arizona Diamondbacks,Innings 1-3,4
718598,2023-04-12,Arizona Diamondbacks,Innings 4-6,1
718598,2023-04-12,Arizona Diamondbacks,Innings 7+,2
718598,2023-04-12,Milwaukee Brewers,Innings 7+,3
718609,2023-04-12,Miami Marlins,Innings 4-6,1
718609,2023-04-12,Miami Marlins,Innings 7+,2
718609,2023-04-12,Philadelphia Phillies,Innings 4-6,2
718602,2023-04-12,Los Angeles Angels,Innings 4-6,2
718602,2023-04-12,Washington Nationals,Innings 4-6,2
718599,2023-04-12,Baltimore Orioles,Innings 1-3,2
718599,2023-04-12,Baltimore Orioles,Innings 7+,2
718599,2023-04-12,Oakland Athletics,Innings 1-3,3
718599,2023-04-12,Oakland Athletics,Innings 4-6,1
718599,2023-04-12,Oakland Athletics,Innings 7+,4
718600,2023-04-12,Boston Red Sox,Innings 4-6,4
718600,2023-04-12,Boston Red Sox,Innings 7+,3
718600,2023-04-12,Tampa Bay Rays,Innings 1-3,3
718600,2023-04-12,Tampa Bay Rays,Innings 4-6,5
718600,2023-04-12,Tampa Bay Rays,Innings 7+,1
718603,2023-04-12,Detroit Tigers,Innings 4-6,1
718603,2023-04-12,Detroit Tigers,Innings 7+,2
718603,2023-04-12,Toronto Blue Jays,Innings 4-6,1
718603,2023-04-12,Toronto Blue Jays,Innings 7+,3
718601,2023-04-12,Atlanta Braves,Innings 1-3,3
718601,2023-04-12,Atlanta Braves,Innings 7+,2
718601,2023-04-12,Cincinnati Reds,Innings 1-3,3
718601,2023-04-12,Cincinnati Reds,Innings 7+,1
718595,2023-04-13,Kansas City Royals,Innings 1-3,4
718595,2023-04-13,Kansas City Royals,Innings 4-6,2
718595,2023-04-13,Kansas City Royals,Innings 7+,4
718595,2023-04-13,Texas Rangers,Innings 1-3,1
718612,2023-04-13,Los Angeles Dodgers,Innings 4-6,8
718612,2023-04-13,Los Angeles Dodgers,Innings 7+,2
718612,2023-04-13,San Francisco Giants,Innings 1-3,3
718612,2023-04-13,San Francisco Giants,Innings 7+,2
718596,2023-04-13,Baltimore Orioles,Innings 1-3,7
718596,2023-04-13,Baltimore Orioles,Innings 7+,1
718596,2023-04-13,Oakland Athletics,Innings 1-3,4
718596,2023-04-13,Oakland Athletics,Innings 4-6,3
718594,2023-04-13,Boston Red Sox,Innings 1-3,1
718594,2023-04-13,Boston Red Sox,Innings 4-6,2
718594,2023-04-13,Tampa Bay Rays,Innings 1-3,1
718594,2023-04-13,Tampa Bay Rays,Innings 4-6,7
718594,2023-04-13,Tampa Bay Rays,Innings 7+,1
718597,2023-04-13,Cincinnati Reds,Innings 1-3,3
718597,2023-04-13,Cincinnati Reds,Innings 4-6,2
718597,2023-04-13,Philadelphia Phillies,Innings 1-3,1
718597,2023-04-13,Philadelphia Phillies,Innings 4-6,1
718590,2023-04-13,Minnesota Twins,Innings 1-3,11
718590,2023-04-13,New York Yankees,Innings 4-6,1
718590,2023-04-13,New York Yankees,Innings 7+,1
718593,2023-04-13,Detroit Tigers,Innings 1-3,1
718593,2023-04-13,Detroit Tigers,Innings 4-6,1
718593,2023-04-13,Detroit Tigers,Innings 7+,1
718593,2023-04-13,Toronto Blue Jays,Innings 1-3,1
718591,2023-04-13,Pittsburgh Pirates,Innings 4-6,1
718591,2023-04-13,Pittsburgh Pirates,Innings 7+,3
718589,2023-04-14,Milwaukee Brewers,Innings 1-3,2
718589,2023-04-14,Milwaukee Brewers,Innings 4-6,1
718589,2023-04-14,Milwaukee Brewers,Innings 7+,1
718589,2023-04-14,San Diego Padres,Innings 1-3,1
718589,2023-04-14,San Diego Padres,Innings 7+,2
718585,2023-04-14,Detroit Tigers,Innings 1-3,2
718585,2023-04-14,Detroit Tigers,Innings 4-6,2
718585,2023-04-14,Detroit Tigers,Innings 7+,3
718585,2023-04-14,San Francisco Giants,Innings 1-3,1
718585,2023-04-14,San Francisco Giants,Innings 7+,4
718586,2023-04-14,Cincinnati Reds,Innings 1-3,1
718586,2023-04-14,Cincinnati Reds,Innings 7+,2
718586,2023-04-14,Philadelphia Phillies,Innings 1-3,5
718586,2023-04-14,Philadelphia Phillies,Innings 7+,3
718584,2023-04-14,Arizona Diamondbacks,Innings 7+,1
718584,2023-04-14,Miami Marlins,Innings 4-6,5
718592,2023-04-14,Cleveland Guardians,Innings 4-6,1
718592,2023-04-14,Cleveland Guardians,Innings 7+,3
718592,2023-04-14,Washington Nationals,Innings 4-6,3
718588,2023-04-14,Minnesota Twins,Innings 4-6,1
718588,2023-04-14,Minnesota Twins,Innings 7+,3
718588,2023-04-14,New York Yankees,Innings 1-3,2
718588,2023-04-14,New York Yankees,Innings 4-6,1
718587,2023-04-14,Tampa Bay Rays,Innings 4-6,1
718587,2023-04-14,Tampa Bay Rays,Innings 7+,2
718587,2023-04-14,Toronto Blue Jays,Innings 1-3,2
718587,2023-04-14,Toronto Blue Jays,Innings 4-6,4
718580,2023-04-14,Boston Red Sox,Innings 4-6,4
718580,2023-04-14,Los Angeles Angels,Innings 1-3,2
718580,2023-04-14,Los Angeles Angels,Innings 7+,1
718583,2023-04-14,Baltimore Orioles,Innings 7+,6
718583,2023-04-14,Chicago White Sox,Innings 1-3,1
718583,2023-04-14,Chicago White Sox,Innings 4-6,2
718581,2023-04-15,Houston Astros,Innings 1-3,1
718581,2023-04-15,Houston Astros,Innings 4-6,1
718581,2023-04-15,Texas Rangers,Innings 1-3,3
718581,2023-04-15,Texas Rangers,Innings 4-6,2
718581,2023-04-15,Texas Rangers,Innings 7+,1
718579,2023-04-15,Atlanta Braves,Innings 1-3,7
718579,2023-04-15,Atlanta Braves,Innings 4-6,3
718579,2023-04-15,Kansas City Royals,Innings 1-3,1
718579,2023-04-15,Kansas City Royals,Innings 4-6,2
718582,2023-04-15,St. Louis Cardinals,Innings 4-6,1
718582,2023-04-15,St. Louis Cardinals,Innings 7+,2
718578,2023-04-15,New York Mets,Innings 1-3,5
718578,2023-04-15,New York Mets,Innings 4-6,7
718578,2023-04-15,New York Mets,Innings 7+,4
718578,2023-04-15,Oakland Athletics,Innings 1-3,1
718578,2023-04-15,Oakland Athletics,Innings 4-6,4
718578,2023-04-15,Oakland Athletics,Innings 7+,1
718574,2023-04-15,Milwaukee Brewers,Innings 1-3,5
718574,2023-04-15,Milwaukee Brewers,Innings 4-6,5
718574,2023-04-15,Milwaukee Brewers,Innings 7+,1
718574,2023-04-15,San Diego Padres,Innings 4-6,1
718574,2023-04-15,San Diego Padres,Innings 7+,1
718575,2023-04-15,Chicago Cubs,Innings 1-3,1
718575,2023-04-15,Chicago Cubs,Innings 4-6,2
718575,2023-04-15,Chicago Cubs,Innings 7+,5
718575,2023-04-15,Los Angeles Dodgers,Innings 1-3,1
718575,2023-04-15,Los Angeles Dodgers,Innings 7+,1
718577,2023-04-15,Colorado Rockies,Innings 1-3,1
718577,2023-04-15,Colorado Rockies,Innings 4-6,2
718577,2023-04-15,Seattle Mariners,Innings 1-3,2
718577,2023-04-15,Seattle Mariners,Innings 4-6,3
718572,2023-04-15,Minnesota Twins,Innings 7+,1
718572,2023-04-15,New York Yankees,Innings 1-3,3
718572,2023-04-15,New York Yankees,Innings 4-6,1
718572,2023-04-15,New York Yankees,Innings 7+,2
718571,2023-04-15,Detroit Tigers,Innings 1-3,1
718571,2023-04-15,Detroit Tigers,Innings 4-6,2
718571,2023-04-15,Detroit Tigers,Innings 7+,4
718571,2023-04-15,San Francisco Giants,Innings 1-3,6
718570,2023-04-15,Baltimore Orioles,Innings 1-3,1
718570,2023-04-15,Baltimore Orioles,Innings 4-6,3
718570,2023-04-15,Baltimore Orioles,Innings 7+,2
718570,2023-04-15,Chicago White Sox,Innings 4-6,4
718570,2023-04-15,Chicago White Sox,Innings 7+,3
718568,2023-04-15,Pittsburgh Pirates,Innings 1-3,2
718568,2023-04-15,Pittsburgh Pirates,Innings 7+,4
718568,2023-04-15,St. Louis Cardinals,Innings 1-3,2
718568,2023-04-15,St. Louis Cardinals,Innings 7+,1
718569,2023-04-15,Tampa Bay Rays,Innings 4-6,1
718569,2023-04-15,Tampa Bay Rays,Innings 7+,1
718569,2023-04-15,Toronto Blue Jays,Innings 1-3,1
718569,2023-04-15,Toronto Blue Jays,Innings 4-6,3
718569,2023-04-15,Toronto Blue Jays,Innings 7+,1
718573,2023-04-15,Cleveland Guardians,Innings 1-3,1
718573,2023-04-15,Cleveland Guardians,Innings 4-6,4
718573,2023-04-15,Cleveland Guardians,Innings 7+,1
718573,2023-04-15,Washington Nationals,Innings 1-3,3
718573,2023-04-15,Washington Nationals,Innings 4-6,1
718560,2023-04-15,Milwaukee Brewers,Innings 1-3,2
718560,2023-04-15,Milwaukee Brewers,Innings 4-6,1
718560,2023-04-15,San Diego Padres,Innings 1-3,3
718560,2023-04-15,San Diego Padres,Innings 4-6,2
718560,2023-04-15,San Diego Padres,Innings 7+,5
718565,2023-04-15,New York Mets,Innings 4-6,1
718565,2023-04-15,New York Mets,Innings 7+,2
718565,2023-04-15,Oakland Athletics,Innings 1-3,2
718576,2023-04-15,Boston Red Sox,Innings 1-3,3
718576,2023-04-15,Boston Red Sox,Innings 4-6,3
718576,2023-04-15,Boston Red Sox,Innings 7+,3
718576,2023-04-15,Los Angeles Angels,Innings 1-3,3
718576,2023-04-15,Los Angeles Angels,Innings 4-6,3
718566,2023-04-15,Cincinnati Reds,Innings 1-3,4
718566,2023-04-15,Cincinnati Reds,Innings 4-6,4
718566,2023-04-15,Cincinnati Reds,Innings 7+,5
718563,2023-04-15,Atlanta Braves,Innings 1-3,4
718563,2023-04-15,Atlanta Braves,Innings 4-6,1
718563,2023-04-15,Atlanta Braves,Innings 7+,4
718563,2023-04-15,Kansas City Royals,Innings 1-3,1
718563,2023-04-15,Kansas City Royals,Innings 4-6,2
718567,2023-04-15,Arizona Diamondbacks,Innings 1-3,1
718567,2023-04-15,Arizona Diamondbacks,Innings 7+,1
718567,2023-04-15,Miami Marlins,Innings 4-6,1
718567,2023-04-15,Miami Marlins,Innings 7+,2
718562,2023-04-15,Houston Astros,Innings 1-3,2
718562,2023-04-15,Houston Astros,Innings 4-6,1
718562,2023-04-15,Houston Astros,Innings 7+,5
718562,2023-04-15,Texas Rangers,Innings 1-3,2
718564,2023-04-16,Chicago Cubs,Innings 4-6,1
718564,2023-04-16,Los Angeles Dodgers,Innings 7+,2
718561,2023-04-16,Colorado Rockies,Innings 1-3,1
718561,2023-04-16,Colorado Rockies,Innings 7+,1
718561,2023-04-16,Seattle Mariners,Innings 4-6,9
718559,2023-04-16,Boston Red Sox,Innings 1-3,2
718559,2023-04-16,Los Angeles Angels,Innings 1-3,1
718555,2023-04-16,Cleveland Guardians,Innings 1-3,3
718555,2023-04-16,Cleveland Guardians,Innings 7+,2
718555,2023-04-16,Washington Nationals,Innings 1-3,3
718555,2023-04-16,Washington Nationals,Innings 7+,4
718557,2023-04-16,New York Yankees,Innings 1-3,1
718557,2023-04-16,New York Yankees,Innings 4-6,1
718556,2023-04-16,Tampa Bay Rays,Innings 1-3,3
718556,2023-04-16,Tampa Bay Rays,Innings 4-6,4
718556,2023-04-16,Tampa Bay Rays,Innings 7+,1
718556,2023-04-16,Toronto Blue Jays,Innings 1-3,1
718554,2023-04-16,Cincinnati Reds,Innings 1-3,1
718554,2023-04-16,Cincinnati Reds,Innings 4-6,2
718554,2023-04-16,Philadelphia Phillies,Innings 1-3,10
718554,2023-04-16,Philadelphia Phillies,Innings 4-6,2
718554,2023-04-16,Philadelphia Phillies,Innings 7+,2
718550,2023-04-16,Arizona Diamondbacks,Innings 1-3,1
718550,2023-04-16,Arizona Diamondbacks,Innings 4-6,4
718551,2023-04-16,Atlanta Braves,Innings 1-3,3
718551,2023-04-16,Atlanta Braves,Innings 4-6,1
718551,2023-04-16,Atlanta Braves,Innings 7+,1
718551,2023-04-16,Kansas City Royals,Innings 1-3,1
718551,2023-04-16,Kansas City Royals,Innings 4-6,1
718551,2023-04-16,Kansas City Royals,Innings 7+,2
718553,2023-04-16,Baltimore Orioles,Innings 4-6,3
718553,2023-04-16,Baltimore Orioles,Innings 7+,4
718553,2023-04-16,Chicago White Sox,Innings 1-3,4
718548,2023-04-16,Pittsburgh Pirates,Innings 1-3,2
718548,2023-04-16,Pittsburgh Pirates,Innings 4-6,1
718548,2023-04-16,Pittsburgh Pirates,Innings 7+,1
718548,2023-04-16,St. Louis Cardinals,Innings 1-3,1
718548,2023-04-16,St. Louis Cardinals,Innings 4-6,2
718548,2023-04-16,St. Louis Cardinals,Innings 7+,2
718546,2023-04-16,New York Mets,Innings 1-3,1
718546,2023-04-16,New York Mets,Innings 4-6,1
718546,2023-04-16,New York Mets,Innings 7+,2
718546,2023-04-16,Oakland Athletics,Innings 4-6,1
718546,2023-04-16,Oakland Athletics,Innings 7+,2
718547,2023-04-16,Chicago Cubs,Innings 4-6,3
718547,2023-04-16,Los Angeles Dodgers,Innings 1-3,1
718547,2023-04-16,Los Angeles Dodgers,Innings 7+,1
718545,2023-04-16,Seattle Mariners,Innings 4-6,1
718549,2023-04-16,Milwaukee Brewers,Innings 1-3,1
718552,2023-04-16,Houston Astros,Innings 7+,1
718552,2023-04-16,Texas Rangers,Innings 7+,8
718540,2023-04-17,Boston Red Sox,Innings 1-3,1
718540,2023-04-17,Boston Red Sox,Innings 4-6,2
718540,2023-04-17,Boston Red Sox,Innings 7+,1
718540,2023-04-17,Los Angeles Angels,Innings 1-3,5
718542,2023-04-17,Cincinnati Reds,Innings 1-3,1
718542,2023-04-17,Cincinnati Reds,Innings 4-6,3
718542,2023-04-17,Cincinnati Reds,Innings 7+,4
718542,2023-04-17,Tampa Bay Rays,Innings 7+,1
718544,2023-04-17,Miami Marlins,Innings 1-3,1
718544,2023-04-17,Miami Marlins,Innings 4-6,1
718544,2023-04-17,Miami Marlins,Innings 7+,2
718544,2023-04-17,San Francisco Giants,Innings 1-3,3
718539,2023-04-17,Texas Rangers,Innings 1-3,4
718538,2023-04-17,Arizona Diamondbacks,Innings 1-3,1
718538,2023-04-17,Arizona Diamondbacks,Innings 7+,4
718538,2023-04-17,St. Louis Cardinals,Innings 4-6,1
718538,2023-04-17,St. Louis Cardinals,Innings 7+,2
718537,2023-04-18,Houston Astros,Innings 1-3,8
718537,2023-04-18,Houston Astros,Innings 4-6,1
718537,2023-04-18,Toronto Blue Jays,Innings 1-3,1
