game_pk,game_date,hitter_name
718458,2023-04-23,Trea Turner
718459,2023-04-23,NA
718463,2023-04-23,NA
718462,2023-04-23,Kevin Pillar
718465,2023-04-23,Anthony Rizzo
718465,2023-04-23,Daulton Varsho
718465,2023-04-23,Vladimir Guerrero Jr.
718457,2023-04-23,Harold Ramirez
718457,2023-04-23,Luke Raley
718460,2023-04-23,Avisail Garcia
718460,2023-04-23,Josh Bell
718460,2023-04-23,Jose Ramirez
718460,2023-04-23,Jon Berti
718454,2023-04-23,Michael A. Taylor
718454,2023-04-23,Jorge Polanco
718461,2023-04-23,Brian Anderson
718461,2023-04-23,Masataka Yoshida
718461,2023-04-23,Masataka Yoshida
718461,2023-04-23,Justin Turner
718461,2023-04-23,Brian Anderson
718451,2023-04-23,J.D. Martinez
718451,2023-04-23,Max Muncy
718451,2023-04-23,Yan Gomes
718451,2023-04-23,Mookie Betts
718453,2023-04-23,Shea Langeliers
718453,2023-04-23,Robbie Grossman
718452,2023-04-23,Bobby Witt Jr.
718452,2023-04-23,Shohei Ohtani
718452,2023-04-23,Mike Trout
718452,2023-04-23,Taylor Ward
718452,2023-04-23,Vinnie Pasquantino
718452,2023-04-23,MJ Melendez
718456,2023-04-23,Jake McCarthy
718456,2023-04-23,Nick Ahmed
718456,2023-04-23,Alek Thomas
718456,2023-04-23,Matt Carpenter
718450,2023-04-23,Paul DeJong
718450,2023-04-23,Nolan Gorman
718450,2023-04-23,Jarred Kelenic
718450,2023-04-23,Lars Nootbaar
718455,2023-04-23,Francisco Alvarez
718455,2023-04-23,Thairo Estrada
718448,2023-04-24,Jurickson Profar
718447,2023-04-24,Rafael Devers
718447,2023-04-24,Triston Casas
718449,2023-04-24,Jeremy Pena
718449,2023-04-24,Alex Bregman
718445,2023-04-24,Josh Jung
718445,2023-04-24,Josh Jung
718444,2023-04-24,Cavan Biggio
718443,2023-04-24,Austin Riley
718443,2023-04-24,Sam Hilliard
718443,2023-04-24,Eddie Rosario
718443,2023-04-24,Sam Hilliard
718443,2023-04-24,Sean Murphy
718442,2023-04-24,Joey Gallo
718441,2023-04-24,Mike Brosseau
718441,2023-04-24,Nick Maton
718441,2023-04-24,William Contreras
718437,2023-04-25,Brandon Drury
718437,2023-04-25,Chad Wallach
718437,2023-04-25,Jesus Aguilar
718437,2023-04-25,Brent Rooker
718437,2023-04-25,Brandon Drury
718437,2023-04-25,Kevin Smith
718437,2023-04-25,Jesus Aguilar
718437,2023-04-25,Brent Rooker
718438,2023-04-25,Edward Olivares
718446,2023-04-25,J.D. Davis
718440,2023-04-25,Charlie Blackmon
718435,2023-04-25,Cedric Mullins
718435,2023-04-25,Gunnar Henderson
718435,2023-04-25,Jorge Mateo
718435,2023-04-25,Jarren Duran
718432,2023-04-25,Chris Taylor
718432,2023-04-25,Andrew McCutchen
718436,2023-04-25,NA
718434,2023-04-25,Josh H. Smith
718434,2023-04-25,Marcus Semien
718434,2023-04-25,Nathaniel Lowe
718430,2023-04-25,Teoscar Hernandez
718430,2023-04-25,Edmundo Sosa
718430,2023-04-25,Jarred Kelenic
718433,2023-04-25,Danny Jansen
718433,2023-04-25,Danny Jansen
718431,2023-04-25,Keibert Ruiz
718429,2023-04-25,Yuli Gurriel
718429,2023-04-25,Ozzie Albies
718429,2023-04-25,Eddie Rosario
718429,2023-04-25,Ozzie Albies
718429,2023-04-25,Jazz Chisholm Jr.
718426,2023-04-25,Yan Gomes
718427,2023-04-25,Trevor Larnach
718427,2023-04-25,Byron Buxton
718428,2023-04-25,Rowdy Tellez
718428,2023-04-25,Kerry Carpenter
718425,2023-04-26,Shea Langeliers
718422,2023-04-25,NA
718439,2023-04-26,Blake Sabol
718439,2023-04-26,Mike Yastrzemski
718439,2023-04-26,Tommy Edman
718424,2023-04-26,Nick Senzel
718416,2023-04-26,Masataka Yoshida
718420,2023-04-26,Bo Bichette
718421,2023-04-26,Josh Naylor
718417,2023-04-26,Joey Gallo
718417,2023-04-26,Jose Miranda
718417,2023-04-26,Gleyber Torres
718417,2023-04-26,Jose Miranda
718419,2023-04-26,Joey Wiemer
718419,2023-04-26,Victor Caratini
718418,2023-04-26,NA
718413,2023-04-26,Freddie Freeman
718414,2023-04-26,NA
718415,2023-04-26,Julio Rodriguez
718415,2023-04-26,J.P. Crawford
718415,2023-04-26,Nick Castellanos
718412,2023-04-26,Jeimer Candelario
718411,2023-04-26,Matt Olson
718411,2023-04-26,Ronald Acuna Jr.
718411,2023-04-26,Avisail Garcia
718411,2023-04-26,Jazz Chisholm Jr.
718411,2023-04-26,Jesus Sanchez
718407,2023-04-26,Trey Mancini
718408,2023-04-27,Shohei Ohtani
718408,2023-04-27,Brandon Drury
718408,2023-04-27,Hunter Renfroe
718408,2023-04-27,Kevin Smith
718423,2023-04-27,Wilmer Flores
718423,2023-04-27,LaMonte Wade Jr.
718423,2023-04-27,Paul Goldschmidt
718423,2023-04-27,Paul Goldschmidt
718410,2023-04-27,NA
718403,2023-04-27,Rodolfo Castro
718403,2023-04-27,Connor Joe
718404,2023-04-27,NA
718406,2023-04-27,Dansby Swanson
718406,2023-04-27,Nelson Velazquez
718406,2023-04-27,Eric Hosmer
718406,2023-04-27,Manny Machado
718409,2023-04-27,Paul DeJong
718409,2023-04-27,Alec Burleson
718402,2023-04-27,Shea Langeliers
718402,2023-04-27,Brent Rooker
718402,2023-04-27,Brandon Drury
718405,2023-04-27,Anthony Santander
718398,2023-04-27,CJ Abrams
718398,2023-04-27,Brett Baty
718398,2023-04-27,Alex Call
718396,2023-04-27,Luke Raley
718396,2023-04-27,Yandy Diaz
718396,2023-04-27,Jake Burger
718396,2023-04-27,Brandon Lowe
718400,2023-04-27,Carlos Correa
718400,2023-04-27,Byron Buxton
718400,2023-04-27,Vinnie Pasquantino
718397,2023-04-28,Jose Trevino
718397,2023-04-28,Gleyber Torres
718397,2023-04-28,DJ LeMahieu
718387,2023-04-28,Salvador Perez
718387,2023-04-28,Jose Miranda
718387,2023-04-28,Jorge Polanco
718387,2023-04-28,Max Kepler
718391,2023-04-28,Nelson Velazquez
718392,2023-04-28,Alejandro Kirk
718392,2023-04-28,Cal Raleigh
718395,2023-04-28,Will Brennan
718395,2023-04-28,Mike Zunino
718394,2023-04-28,Matt Olson
718393,2023-04-28,Isaac Paredes
718393,2023-04-28,Jake Burger
718393,2023-04-28,Andrew Vaughn
718388,2023-04-29,Robbie Grossman
718389,2023-04-29,Jeremy Pena
718389,2023-04-29,Kyle Schwarber
718386,2023-04-29,Willy Adames
718390,2023-04-29,Ketel Marte
718380,2023-04-29,Brent Rooker
718380,2023-04-29,Ryan Noda
718380,2023-04-29,Jake Fraley
718382,2023-04-29,Miguel Vargas
718382,2023-04-29,Mookie Betts
718401,2023-04-29,Tyler Nevin
718401,2023-04-29,Ryan McKenna
718399,2023-04-29,Dominic Smith
718399,2023-04-29,Miguel Andujar
718399,2023-04-29,Jack Suwinski
718381,2023-04-29,Zack Short
718381,2023-04-29,Jorge Mateo
718381,2023-04-29,James McCann
718401,2023-04-29,Tyler Nevin
718401,2023-04-29,Ryan McKenna
718383,2023-04-29,Miguel Andujar
718383,2023-04-29,Connor Joe
718399,2023-04-29,Dominic Smith
718399,2023-04-29,Miguel Andujar
718399,2023-04-29,Jack Suwinski
718378,2023-04-29,Byron Buxton
718379,2023-04-29,NA
718375,2023-04-29,Cody Bellinger
718375,2023-04-29,Patrick Wisdom
718377,2023-04-29,Luke Maile
718385,2023-04-29,Andres Gimenez
718385,2023-04-29,Josh Bell
718385,2023-04-29,Rafael Devers
718372,2023-04-29,Jeremy Pena
718372,2023-04-29,Kody Clemens
718372,2023-04-29,Nick Castellanos
718384,2023-04-29,Manny Machado
718384,2023-04-29,David Villar
718384,2023-04-29,Blake Sabol
718384,2023-04-29,Manny Machado
718384,2023-04-29,Fernando Tatis Jr.
718384,2023-04-29,Xander Bogaerts
718384,2023-04-29,Juan Soto
718384,2023-04-29,Mitch Haniger
718384,2023-04-29,Nelson Cruz
718384,2023-04-29,LaMonte Wade Jr.
718384,2023-04-29,Brandon Crawford
718374,2023-04-29,Ezequiel Duran
718373,2023-04-29,Randy Arozarena
718373,2023-04-29,Francisco Mejia
718373,2023-04-29,Josh Lowe
718373,2023-04-29,Randy Arozarena
718373,2023-04-29,Wander Franco
718376,2023-04-29,Mike Trout
718376,2023-04-29,Mike Trout
718366,2023-04-30,Christian Walker
718366,2023-04-30,Geraldo Perdomo
718369,2023-04-29,NA
718364,2023-04-30,Cody Bellinger
718370,2023-04-30,Alex Verdugo
718370,2023-04-30,Connor Wong
718367,2023-04-30,NA
718363,2023-04-30,Cal Raleigh
718363,2023-04-30,Cal Raleigh
718363,2023-04-30,Teoscar Hernandez
718363,2023-04-30,Bo Bichette
718363,2023-04-30,Taylor Trammell
718360,2023-04-30,Jorge Mateo
718360,2023-04-30,Jake Rogers
718360,2023-04-30,Adam Frazier
718362,2023-04-30,Byron Buxton
718355,2023-04-30,Andrew Vaughn
718355,2023-04-30,Christian Bethancourt
718355,2023-04-30,Luke Raley
718355,2023-04-30,Yasmani Grandal
718355,2023-04-30,Luke Raley
718355,2023-04-30,Taylor Walls
718365,2023-04-30,Shohei Ohtani
718365,2023-04-30,Jake Lamb
718356,2023-04-30,Jonah Heim
718356,2023-04-30,Adolis Garcia
718356,2023-04-30,Nathaniel Lowe
718356,2023-04-30,Josh Jung
718358,2023-04-30,C.J. Cron
718358,2023-04-30,Evan Longoria
718368,2023-04-30,Austin Nola
718368,2023-04-30,Mitch Haniger
718368,2023-04-30,J.D. Davis
718368,2023-04-30,LaMonte Wade Jr.
718357,2023-04-30,Brent Rooker
718357,2023-04-30,Nick Senzel
718357,2023-04-30,Jesus Aguilar
718359,2023-04-30,NA
718354,2023-04-30,Kody Clemens
718354,2023-04-30,Jake Meyers
718354,2023-04-30,J.T. Realmuto
718361,2023-05-01,Jeff McNeil
718352,2023-05-01,Eduardo Escobar
718352,2023-05-01,Sean Murphy
718352,2023-05-01,Brett Baty
718352,2023-05-01,Pete Alonso
718352,2023-05-01,Ronald Acuna Jr.
718352,2023-05-01,Kevin Pillar
718352,2023-05-01,Sean Murphy
718361,2023-05-01,Jeff McNeil
718349,2023-05-01,Ian Happ
718349,2023-05-01,Dansby Swanson
718349,2023-05-01,Lane Thomas
718351,2023-05-01,Jose Trevino
718353,2023-05-01,Alex Verdugo
718353,2023-05-01,Enmanuel Valdez
718353,2023-05-01,Jarren Duran
718353,2023-05-01,Bo Bichette
718350,2023-05-02,LaMonte Wade Jr.
718350,2023-05-02,Joc Pederson
718345,2023-05-02,Ha-Seong Kim
718345,2023-05-02,Nick Senzel
718343,2023-05-02,Mookie Betts
718343,2023-05-02,Kyle Schwarber
718343,2023-05-02,Jason Heyward
718343,2023-05-02,David Peralta
718343,2023-05-02,Will Smith
718347,2023-05-02,Harold Ramirez
718346,2023-05-02,Ozzie Albies
718344,2023-05-02,Patrick Wisdom
718339,2023-05-02,Willie Calhoun
718339,2023-05-02,Anthony Volpe
718341,2023-05-02,Connor Wong
718341,2023-05-02,Connor Wong
718341,2023-05-02,Daulton Varsho
718341,2023-05-02,Masataka Yoshida
718341,2023-05-02,Christian Arroyo
718340,2023-05-02,Nick Gordon
718340,2023-05-02,Eloy Jimenez
718336,2023-05-02,Salvador Perez
718336,2023-05-02,Salvador Perez
718336,2023-05-02,Ryan Mountcastle
718336,2023-05-02,Ryan Mountcastle
718336,2023-05-02,MJ Melendez
718336,2023-05-02,Bobby Witt Jr.
718338,2023-05-02,Taylor Ward
718342,2023-05-03,Ezequiel Duran
718342,2023-05-03,Christian Walker
718342,2023-05-03,Ketel Marte
718337,2023-05-02,NA
718334,2023-05-03,Elias Diaz
718334,2023-05-03,Ezequiel Tovar
718335,2023-05-02,NA
718332,2023-05-03,AJ Pollock
718331,2023-05-03,Freddie Freeman
718331,2023-05-03,Trea Turner
718348,2023-05-03,Francisco Lindor
718348,2023-05-03,Javier Baez
718348,2023-05-03,Mark Canha
718348,2023-05-03,Tommy Pham
718348,2023-05-03,Eric Haase
718348,2023-05-03,Francisco Lindor
718348,2023-05-03,Javier Baez
718348,2023-05-03,Mark Canha
718348,2023-05-03,Tommy Pham
718348,2023-05-03,Eric Haase
718329,2023-05-03,Matt Vierling
718329,2023-05-03,Eric Haase
718325,2023-05-03,Lourdes Gurriel Jr.
718325,2023-05-03,Josh Jung
718325,2023-05-03,Leody Taveras
718325,2023-05-03,Christian Walker
718325,2023-05-03,Ketel Marte
718325,2023-05-03,Josh Jung
718325,2023-05-03,Christian Walker
718325,2023-05-03,Jonah Heim
718326,2023-05-03,Wilmer Flores
718326,2023-05-03,Alex Bregman
718330,2023-05-03,Spencer Steer
718330,2023-05-03,Brett Sullivan
718327,2023-05-03,Max Muncy
718327,2023-05-03,Miguel Vargas
718328,2023-05-03,Wander Franco
718328,2023-05-03,Josh Lowe
718328,2023-05-03,Andrew McCutchen
718321,2023-05-03,Ozzie Albies
718321,2023-05-03,Jesus Sanchez
718321,2023-05-03,Austin Riley
718321,2023-05-03,Ronald Acuna Jr.
718321,2023-05-03,Marcell Ozuna
718321,2023-05-03,Michael Harris II
718321,2023-05-03,Marcell Ozuna
718333,2023-05-03,NA
718324,2023-05-03,Jake Bauers
718324,2023-05-03,Willie Calhoun
718323,2023-05-03,Vladimir Guerrero Jr.
718323,2023-05-03,Daulton Varsho
718322,2023-05-03,Nick Gordon
718322,2023-05-03,Luis Robert Jr.
718314,2023-05-03,Vinnie Pasquantino
718320,2023-05-03,Mike Trout
718320,2023-05-03,Jake Lamb
718320,2023-05-03,Dylan Carlson
718320,2023-05-03,Brandon Drury
718320,2023-05-03,Nolan Gorman
718315,2023-05-04,Charlie Blackmon
718315,2023-05-04,Kris Bryant
718319,2023-05-04,Eugenio Suarez
718319,2023-05-04,AJ Pollock
718317,2023-05-04,Alex Call
718317,2023-05-04,Lane Thomas
718318,2023-05-04,Javier Baez
718318,2023-05-04,Riley Greene
718309,2023-05-04,Yandy Diaz
718309,2023-05-04,Randy Arozarena
718309,2023-05-04,Taylor Walls
718311,2023-05-04,Tommy Edman
718311,2023-05-04,Luis Rengifo
718312,2023-05-04,Kyle Isbel
718312,2023-05-04,Salvador Perez
718312,2023-05-04,Freddy Fermin
718312,2023-05-04,Gunnar Henderson
718312,2023-05-04,Anthony Santander
718310,2023-05-04,Byron Buxton
718310,2023-05-04,Carlos Correa
718310,2023-05-04,Eloy Jimenez
718313,2023-05-04,Tyrone Taylor
718313,2023-05-04,Rowdy Tellez
718313,2023-05-04,Christian Yelich
718304,2023-05-04,Taylor Trammell
718304,2023-05-04,JJ Bleday
718308,2023-05-04,Matt Olson
718308,2023-05-04,Marcell Ozuna
718308,2023-05-04,Jorge Soler
718316,2023-05-04,Rafael Devers
718316,2023-05-04,Vladimir Guerrero Jr.
718316,2023-05-04,Masataka Yoshida
718303,2023-05-05,Ian Happ
718307,2023-05-05,George Springer
718305,2023-05-05,Luis Robert Jr.
718305,2023-05-05,Jonathan India
718305,2023-05-05,Elvis Andrus
718300,2023-05-05,Harrison Bader
718300,2023-05-05,Yandy Diaz
718300,2023-05-05,Randy Arozarena
718301,2023-05-05,NA
718302,2023-05-05,Brandon Nimmo
718306,2023-05-05,Max Kepler
718298,2023-05-05,Sean Murphy
718298,2023-05-05,Anthony Santander
718298,2023-05-05,Cedric Mullins
718298,2023-05-05,Anthony Santander
718299,2023-05-06,Nick Pratto
718299,2023-05-06,Ramon Laureano
718299,2023-05-06,Brent Rooker
718292,2023-05-06,Andrew Knizner
718292,2023-05-06,Javier Baez
718294,2023-05-05,NA
718296,2023-05-06,Corbin Carroll
718296,2023-05-06,Luis Garcia
718295,2023-05-06,Fernando Tatis Jr.
718295,2023-05-06,Fernando Tatis Jr.
718297,2023-05-06,Kyle Tucker
718297,2023-05-06,Yordan Alvarez
718293,2023-05-06,Wilmer Flores
718293,2023-05-06,J.D. Davis
718288,2023-05-06,Nolan Arenado
718288,2023-05-06,Dylan Carlson
718289,2023-05-06,Jorge Soler
718290,2023-05-06,Ezequiel Tovar
718291,2023-05-06,NA
718285,2023-05-06,Steven Kwan
718285,2023-05-06,Carlos Correa
718285,2023-05-06,Max Kepler
718286,2023-05-06,Jack Suwinski
718281,2023-05-06,TJ Friedl
718281,2023-05-06,Seby Zavala
718281,2023-05-06,Hanser Alberto
718280,2023-05-06,Bobby Witt Jr.
718280,2023-05-06,Freddy Fermin
718280,2023-05-06,JJ Bleday
718284,2023-05-06,Trea Turner
718284,2023-05-06,Bryce Harper
718283,2023-05-06,Kevin Pillar
718283,2023-05-06,Marcell Ozuna
718287,2023-05-06,Brett Wisely
718287,2023-05-06,Thairo Estrada
718282,2023-05-07,Lourdes Gurriel Jr.
718282,2023-05-07,Lane Thomas
718282,2023-05-07,Keibert Ruiz
718282,2023-05-07,Emmanuel Rivera
718279,2023-05-07,Chris Taylor
718275,2023-05-07,Brandon Drury
718274,2023-05-06,NA
718277,2023-05-07,Matt Olson
718278,2023-05-07,Kevin Kiermaier
718278,2023-05-07,Daulton Varsho
718278,2023-05-07,Whit Merrifield
718270,2023-05-07,Kyle Schwarber
718270,2023-05-07,Triston Casas
718276,2023-05-07,Daniel Vogelbach
718276,2023-05-07,Brenton Doyle
718276,2023-05-07,Kris Bryant
718276,2023-05-07,Randal Grichuk
718273,2023-05-07,NA
718271,2023-05-07,Christian Bethancourt
718271,2023-05-07,Jose Siri
718271,2023-05-07,Harrison Bader
718271,2023-05-07,Anthony Rizzo
718268,2023-05-07,Salvador Perez
718272,2023-05-07,Paul Goldschmidt
718272,2023-05-07,Brendan Donovan
718272,2023-05-07,Jake Rogers
718272,2023-05-07,Spencer Torkelson
718272,2023-05-07,Paul Goldschmidt
718272,2023-05-07,Paul Goldschmidt
718269,2023-05-07,Yuli Gurriel
718267,2023-05-07,Thairo Estrada
718267,2023-05-07,Willy Adames
718267,2023-05-07,William Contreras
718264,2023-05-07,Hunter Renfroe
718264,2023-05-07,Adolis Garcia
718264,2023-05-07,Josh H. Smith
718264,2023-05-07,Ezequiel Duran
718264,2023-05-07,Anthony Rendon
718263,2023-05-07,Joey Meneses
718263,2023-05-07,Lourdes Gurriel Jr.
718263,2023-05-07,Christian Walker
718263,2023-05-07,Lourdes Gurriel Jr.
718265,2023-05-07,Julio Rodriguez
718262,2023-05-07,Wil Myers
718262,2023-05-07,Tyler Stephenson
718262,2023-05-07,Spencer Steer
718262,2023-05-07,Gavin Sheets
718262,2023-05-07,Hanser Alberto
718262,2023-05-07,Jonathan India
718266,2023-05-07,James Outman
718266,2023-05-07,Mookie Betts
718261,2023-05-08,Andy Ibanez
718261,2023-05-08,Jose Ramirez
718258,2023-05-08,Rodolfo Castro
718259,2023-05-08,Luke Raley
718259,2023-05-08,Josh Lowe
718255,2023-05-08,Aaron Hicks
718255,2023-05-08,DJ LeMahieu
718255,2023-05-08,Gleyber Torres
718255,2023-05-08,Oswaldo Cabrera
718256,2023-05-08,NA
718253,2023-05-08,Gavin Sheets
718253,2023-05-08,MJ Melendez
718257,2023-05-08,Chris Taylor
718257,2023-05-08,Willy Adames
718257,2023-05-08,Joey Wiemer
718254,2023-05-09,David Hensley
718254,2023-05-09,Hunter Renfroe
718251,2023-05-09,Ty France
718249,2023-05-09,Christian Walker
718260,2023-05-09,Joc Pederson
718248,2023-05-09,NA
718252,2023-05-09,Jurickson Profar
718252,2023-05-09,Jurickson Profar
718246,2023-05-09,Taylor Walls
718246,2023-05-09,Adley Rutschman
718246,2023-05-09,Wander Franco
718243,2023-05-09,Francisco Lindor
718243,2023-05-09,Pete Alonso
718243,2023-05-09,Francisco Alvarez
718243,2023-05-09,Francisco Alvarez
718244,2023-05-09,Bo Bichette
718244,2023-05-09,Nick Castellanos
718247,2023-05-09,Jordan Diaz
718247,2023-05-09,Jake Bauers
718247,2023-05-09,Jordan Diaz
718247,2023-05-09,Gleyber Torres
718247,2023-05-09,Jordan Diaz
718245,2023-05-09,Justin Turner
718245,2023-05-09,Matt Olson
718240,2023-05-09,Paul DeJong
718240,2023-05-09,Christopher Morel
718240,2023-05-09,Dansby Swanson
718240,2023-05-09,Lars Nootbaar
718240,2023-05-09,Nolan Gorman
718242,2023-05-09,Manny Machado
718238,2023-05-09,Andrew Vaughn
718238,2023-05-09,Luis Robert Jr.
718238,2023-05-09,Vinnie Pasquantino
718241,2023-05-09,Victor Caratini
718241,2023-05-09,Rowdy Tellez
718241,2023-05-09,Miguel Vargas
718241,2023-05-09,Will Smith
718241,2023-05-09,Mookie Betts
718237,2023-05-10,Martin Maldonado
718237,2023-05-10,Zach Neto
718239,2023-05-10,Tom Murphy
718236,2023-05-10,Evan Longoria
718236,2023-05-10,Jorge Soler
718236,2023-05-10,Jorge Soler
718250,2023-05-10,Casey Schmitt
718231,2023-05-10,Andrew McCutchen
718231,2023-05-10,Tucupita Marcano
718232,2023-05-10,JJ Bleday
718232,2023-05-10,Anthony Volpe
718232,2023-05-10,DJ LeMahieu
718232,2023-05-10,Jace Peterson
718232,2023-05-10,Carlos Perez
718232,2023-05-10,Harrison Bader
718234,2023-05-10,NA
718228,2023-05-10,Miguel Vargas
718228,2023-05-10,William Contreras
718228,2023-05-10,Will Smith
718228,2023-05-10,Freddie Freeman
718229,2023-05-10,Marcus Semien
718226,2023-05-10,Jesus Sanchez
718230,2023-05-10,LaMonte Wade Jr.
718230,2023-05-10,Michael Conforto
718230,2023-05-10,Lane Thomas
718230,2023-05-10,Riley Adams
718233,2023-05-10,Brandon Belt
718235,2023-05-10,Shohei Ohtani
718235,2023-05-10,Hunter Renfroe
718235,2023-05-10,Yordan Alvarez
718227,2023-05-10,NA
718225,2023-05-10,Pete Alonso
718220,2023-05-10,Triston Casas
718220,2023-05-10,Ronald Acuna Jr.
718221,2023-05-10,Yan Gomes
718221,2023-05-10,Patrick Wisdom
718224,2023-05-10,Juan Soto
718224,2023-05-10,Max Kepler
718222,2023-05-10,Edward Olivares
718222,2023-05-10,Nick Pratto
718222,2023-05-10,Michael Massey
718223,2023-05-11,Spencer Steer
718216,2023-05-11,Rougned Odor
718216,2023-05-11,Kyle Farmer
718216,2023-05-11,Fernando Tatis Jr.
718218,2023-05-11,Michael Massey
718219,2023-05-11,Josh Lowe
718215,2023-05-12,Casey Schmitt
718217,2023-05-12,Marcus Semien
718208,2023-05-12,Julio Rodriguez
718208,2023-05-12,Jake Rogers
718212,2023-05-12,Jake Fraley
718212,2023-05-12,Peyton Burdick
718212,2023-05-12,Jazz Chisholm Jr.
718212,2023-05-12,Jake Fraley
718212,2023-05-12,Tyler Stephenson
718214,2023-05-12,NA
718213,2023-05-12,Cedric Mullins
718213,2023-05-12,Connor Joe
718210,2023-05-12,Anthony Rizzo
718210,2023-05-12,Josh Lowe
718210,2023-05-12,Anthony Volpe
718210,2023-05-12,Jose Siri
718210,2023-05-12,Anthony Rizzo
718210,2023-05-12,Randy Arozarena
718206,2023-05-12,Daulton Varsho
718205,2023-05-12,Josh Naylor
718211,2023-05-12,Nolan Gorman
718211,2023-05-12,Willson Contreras
718211,2023-05-12,Connor Wong
718211,2023-05-12,Enmanuel Valdez
718211,2023-05-12,Nolan Arenado
718209,2023-05-13,Christopher Morel
718207,2023-05-13,Yordan Alvarez
718207,2023-05-13,Luis Robert Jr.
718204,2023-05-13,Freddy Fermin
718204,2023-05-13,Owen Miller
718202,2023-05-13,Kyle Schwarber
718202,2023-05-13,Alec Bohm
718199,2023-05-13,Evan Longoria
718199,2023-05-13,Dominic Fletcher
718199,2023-05-13,Michael Conforto
718199,2023-05-13,Joc Pederson
718200,2023-05-13,Brent Rooker
718200,2023-05-13,Robbie Grossman
718200,2023-05-13,Carlos Perez
718200,2023-05-13,Kevin Smith
718200,2023-05-13,Esteury Ruiz
718201,2023-05-13,Freddie Freeman
718201,2023-05-13,Mookie Betts
718197,2023-05-13,Aaron Judge
718197,2023-05-13,Aaron Judge
718197,2023-05-13,Kyle Higashioka
718197,2023-05-13,Yandy Diaz
718194,2023-05-13,Teoscar Hernandez
718194,2023-05-13,Jarred Kelenic
718198,2023-05-13,Jazz Chisholm Jr.
718198,2023-05-13,Bryan De La Cruz
718198,2023-05-13,Jake Fraley
718195,2023-05-13,Carlos Correa
718195,2023-05-13,Jorge Polanco
718195,2023-05-13,Alex Kirilloff
718195,2023-05-13,Joey Gallo
718195,2023-05-13,Alex Kirilloff
718192,2023-05-13,Marcell Ozuna
718203,2023-05-14,CJ Abrams
718190,2023-05-13,Ezequiel Duran
718190,2023-05-13,Nathaniel Lowe
718196,2023-05-13,Nolan Arenado
718191,2023-05-13,Andres Gimenez
718191,2023-05-13,Josh Naylor
718191,2023-05-13,Zach Neto
718191,2023-05-13,Mickey Moniak
718193,2023-05-13,Gunnar Henderson
718193,2023-05-13,Adley Rutschman
718183,2023-05-13,Christian Yelich
718183,2023-05-13,Salvador Perez
718183,2023-05-13,Christian Yelich
718185,2023-05-13,Ha-Seong Kim
718185,2023-05-13,J.D. Martinez
718185,2023-05-13,Juan Soto
718189,2023-05-13,Luis Robert Jr.
718184,2023-05-14,Dominic Fletcher
718188,2023-05-14,Bryce Harper
718182,2023-05-14,Josh Naylor
718203,2023-05-14,CJ Abrams
718179,2023-05-14,NA
718180,2023-05-14,Anthony Volpe
718180,2023-05-14,Taylor Walls
718180,2023-05-14,Anthony Rizzo
718180,2023-05-14,Oswaldo Cabrera
718181,2023-05-14,George Springer
718181,2023-05-14,Kevin Pillar
718181,2023-05-14,Ozzie Albies
718181,2023-05-14,Ronald Acuna Jr.
718173,2023-05-14,NA
718178,2023-05-14,NA
718175,2023-05-14,Michael A. Taylor
718175,2023-05-14,Seiya Suzuki
718175,2023-05-14,Christopher Morel
718175,2023-05-14,Joey Gallo
718175,2023-05-14,Trevor Larnach
718176,2023-05-14,Jake Burger
718176,2023-05-14,Luis Robert Jr.
718176,2023-05-14,Yainer Diaz
718177,2023-05-14,Bobby Witt Jr.
718177,2023-05-14,Hunter Dozier
718177,2023-05-14,Mike Brosseau
718177,2023-05-14,Brice Turang
718177,2023-05-14,Christian Yelich
718177,2023-05-14,Salvador Perez
718174,2023-05-14,Brenton Doyle
718172,2023-05-14,Adolis Garcia
718172,2023-05-14,Shea Langeliers
718172,2023-05-14,Robbie Grossman
718168,2023-05-14,Mookie Betts
718169,2023-05-14,Michael Conforto
718186,2023-05-14,NA
718187,2023-05-14,Nolan Arenado
718187,2023-05-14,Andrew Knizner
718187,2023-05-14,Paul DeJong
718167,2023-05-15,CJ Abrams
718171,2023-05-15,Cedric Mullins
718171,2023-05-15,Shohei Ohtani
718171,2023-05-15,Chad Wallach
718171,2023-05-15,Anthony Santander
718171,2023-05-15,Adam Frazier
718164,2023-05-15,Aaron Judge
718164,2023-05-15,Willie Calhoun
718164,2023-05-15,Aaron Judge
718163,2023-05-15,Eugenio Suarez
718163,2023-05-15,Cal Raleigh
718163,2023-05-15,Cal Raleigh
718166,2023-05-15,Andrew Knizner
718166,2023-05-15,Nolan Gorman
718166,2023-05-15,Tommy Edman
718166,2023-05-15,Nolan Arenado
718165,2023-05-16,Marcell Ozuna
718165,2023-05-16,Austin Riley
718165,2023-05-16,Orlando Arcia
718165,2023-05-16,Ronald Acuna Jr.
718165,2023-05-16,Kevin Pillar
718158,2023-05-16,Alex Bregman
718158,2023-05-16,Christopher Morel
718161,2023-05-16,Brenton Doyle
718161,2023-05-16,Brenton Doyle
718161,2023-05-16,Mike Moustakas
718160,2023-05-16,Jace Peterson
718160,2023-05-16,Lourdes Gurriel Jr.
718160,2023-05-16,Geraldo Perdomo
718162,2023-05-15,NA
718170,2023-05-16,Michael Conforto
718170,2023-05-16,Alec Bohm
718159,2023-05-16,Trevor Larnach
718159,2023-05-16,Jorge Polanco
