game_pk,date,away_team,home_team,first_score
718065,2023-05-23,Texas Rangers,Pittsburgh Pirates,Texas Rangers
718059,2023-05-23,St. Louis Cardinals,Cincinnati Reds,St. Louis Cardinals
718061,2023-05-23,Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays
718060,2023-05-23,Arizona Diamondbacks,Philadelphia Phillies,Arizona Diamondbacks
718064,2023-05-23,San Diego Padres,Washington Nationals,San Diego Padres
718058,2023-05-23,Baltimore Orioles,New York Yankees,Baltimore Orioles
718057,2023-05-23,Los Angeles Dodgers,Atlanta Braves,Los Angeles Dodgers
718049,2023-05-23,Detroit Tigers,Kansas City Royals,Kansas City Royals
718055,2023-05-23,New York Mets,Chicago Cubs,Chicago Cubs
718054,2023-05-23,San Francisco Giants,Minnesota Twins,Minnesota Twins
718056,2023-05-23,Houston Astros,Milwaukee Brewers,Milwaukee Brewers
718051,2023-05-23,Miami Marlins,Colorado Rockies,Miami Marlins
718053,2023-05-23,Boston Red Sox,Los Angeles Angels,Los Angeles Angels
718050,2023-05-23,Oakland Athletics,Seattle Mariners,Oakland Athletics
718045,2023-05-24,Texas Rangers,Pittsburgh Pirates,Texas Rangers
718043,2023-05-24,Arizona Diamondbacks,Philadelphia Phillies,Arizona Diamondbacks
718047,2023-05-24,San Francisco Giants,Minnesota Twins,Minnesota Twins
718048,2023-05-24,Chicago White Sox,Cleveland Guardians,Chicago White Sox
718046,2023-05-24,Houston Astros,Milwaukee Brewers,Milwaukee Brewers
718041,2023-05-24,St. Louis Cardinals,Cincinnati Reds,Cincinnati Reds
718044,2023-05-24,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays
718052,2023-05-24,San Diego Padres,Washington Nationals,Washington Nationals
718040,2023-05-24,Baltimore Orioles,New York Yankees,New York Yankees
718042,2023-05-24,Los Angeles Dodgers,Atlanta Braves,Atlanta Braves
718039,2023-05-24,Detroit Tigers,Kansas City Royals,Detroit Tigers
718038,2023-05-24,New York Mets,Chicago Cubs,New York Mets
718036,2023-05-24,Miami Marlins,Colorado Rockies,Colorado Rockies
718034,2023-05-24,Boston Red Sox,Los Angeles Angels,Los Angeles Angels
718037,2023-05-24,Oakland Athletics,Seattle Mariners,Seattle Mariners
718030,2023-05-25,St. Louis Cardinals,Cincinnati Reds,St. Louis Cardinals
718032,2023-05-25,Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays
718033,2023-05-25,Miami Marlins,Colorado Rockies,Miami Marlins
718035,2023-05-25,San Diego Padres,Washington Nationals,Washington Nationals
718031,2023-05-25,Chicago White Sox,Detroit Tigers,Chicago White Sox
718029,2023-05-25,Baltimore Orioles,New York Yankees,Baltimore Orioles
718026,2023-05-25,Philadelphia Phillies,Atlanta Braves,Atlanta Braves
718024,2023-05-25,New York Mets,Chicago Cubs,New York Mets
718028,2023-05-25,San Francisco Giants,Milwaukee Brewers,San Francisco Giants
718025,2023-05-25,Oakland Athletics,Seattle Mariners,Oakland Athletics
718027,2023-05-26,Cincinnati Reds,Chicago Cubs,Cincinnati Reds
718018,2023-05-26,Los Angeles Dodgers,Tampa Bay Rays,Los Angeles Dodgers
718021,2023-05-26,Chicago White Sox,Detroit Tigers,Chicago White Sox
718020,2023-05-26,Texas Rangers,Baltimore Orioles,Baltimore Orioles
718023,2023-05-26,San Diego Padres,New York Yankees,San Diego Padres
718022,2023-05-26,St. Louis Cardinals,Cleveland Guardians,Cleveland Guardians
718019,2023-05-26,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies
718014,2023-05-26,Washington Nationals,Kansas City Royals,Washington Nationals
718013,2023-05-26,Toronto Blue Jays,Minnesota Twins,Toronto Blue Jays
718017,2023-05-26,San Francisco Giants,Milwaukee Brewers,Milwaukee Brewers
718016,2023-05-26,New York Mets,Colorado Rockies,New York Mets
718015,2023-05-26,Miami Marlins,Los Angeles Angels,Miami Marlins
718010,2023-05-26,Boston Red Sox,Arizona Diamondbacks,Boston Red Sox
718009,2023-05-26,Houston Astros,Oakland Athletics,Houston Astros
718012,2023-05-26,Pittsburgh Pirates,Seattle Mariners,Pittsburgh Pirates
718006,2023-05-27,San Diego Padres,New York Yankees,New York Yankees
718005,2023-05-27,Chicago White Sox,Detroit Tigers,Detroit Tigers
718008,2023-05-27,Toronto Blue Jays,Minnesota Twins,Toronto Blue Jays
718001,2023-05-27,Texas Rangers,Baltimore Orioles,Texas Rangers
718003,2023-05-27,Houston Astros,Oakland Athletics,Houston Astros
718000,2023-05-27,Washington Nationals,Kansas City Royals,Kansas City Royals
718004,2023-05-27,Pittsburgh Pirates,Seattle Mariners,Seattle Mariners
718002,2023-05-27,Los Angeles Dodgers,Tampa Bay Rays,Los Angeles Dodgers
717997,2023-05-27,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies
717999,2023-05-27,San Francisco Giants,Milwaukee Brewers,San Francisco Giants
717991,2023-05-27,Boston Red Sox,Arizona Diamondbacks,Arizona Diamondbacks
718007,2023-05-27,Cincinnati Reds,Chicago Cubs,Chicago Cubs
717996,2023-05-27,St. Louis Cardinals,Cleveland Guardians,St. Louis Cardinals
718011,2023-05-27,New York Mets,Colorado Rockies,Colorado Rockies
717998,2023-05-27,Miami Marlins,Los Angeles Angels,Miami Marlins
717994,2023-05-28,Los Angeles Dodgers,Tampa Bay Rays,Tampa Bay Rays
717990,2023-05-28,Texas Rangers,Baltimore Orioles,Baltimore Orioles
717995,2023-05-28,San Diego Padres,New York Yankees,San Diego Padres
717993,2023-05-28,St. Louis Cardinals,Cleveland Guardians,Cleveland Guardians
717989,2023-05-28,Chicago White Sox,Detroit Tigers,Chicago White Sox
717985,2023-05-28,Washington Nationals,Kansas City Royals,Washington Nationals
717988,2023-05-28,Toronto Blue Jays,Minnesota Twins,Toronto Blue Jays
717986,2023-05-28,San Francisco Giants,Milwaukee Brewers,Milwaukee Brewers
717987,2023-05-28,Cincinnati Reds,Chicago Cubs,Cincinnati Reds
717982,2023-05-28,New York Mets,Colorado Rockies,Colorado Rockies
717980,2023-05-28,Houston Astros,Oakland Athletics,Houston Astros
717984,2023-05-28,Miami Marlins,Los Angeles Angels,Miami Marlins
717981,2023-05-28,Boston Red Sox,Arizona Diamondbacks,Arizona Diamondbacks
717983,2023-05-28,Pittsburgh Pirates,Seattle Mariners,Seattle Mariners
717992,2023-05-28,Philadelphia Phillies,Atlanta Braves,Atlanta Braves
717974,2023-05-29,Cleveland Guardians,Baltimore Orioles,Cleveland Guardians
717979,2023-05-29,Texas Rangers,Detroit Tigers,Texas Rangers
717975,2023-05-29,Kansas City Royals,St. Louis Cardinals,Kansas City Royals
717976,2023-05-29,Tampa Bay Rays,Chicago Cubs,Chicago Cubs
717977,2023-05-29,Colorado Rockies,Arizona Diamondbacks,Colorado Rockies
717968,2023-05-29,Minnesota Twins,Houston Astros,Minnesota Twins
717978,2023-05-29,Pittsburgh Pirates,San Francisco Giants,San Francisco Giants
717970,2023-05-29,Atlanta Braves,Oakland Athletics,Atlanta Braves
717971,2023-05-29,Los Angeles Angels,Chicago White Sox,Los Angeles Angels
717973,2023-05-29,Washington Nationals,Los Angeles Dodgers,Washington Nationals
717969,2023-05-29,New York Yankees,Seattle Mariners,New York Yankees
717964,2023-05-30,Texas Rangers,Detroit Tigers,Texas Rangers
717963,2023-05-30,San Diego Padres,Miami Marlins,Miami Marlins
717967,2023-05-30,Cleveland Guardians,Baltimore Orioles,Baltimore Orioles
717965,2023-05-30,Milwaukee Brewers,Toronto Blue Jays,Milwaukee Brewers
717966,2023-05-30,Cincinnati Reds,Boston Red Sox,Cincinnati Reds
717962,2023-05-30,Philadelphia Phillies,New York Mets,New York Mets
717960,2023-05-30,Kansas City Royals,St. Louis Cardinals,St. Louis Cardinals
717961,2023-05-30,Tampa Bay Rays,Chicago Cubs,Chicago Cubs
717956,2023-05-30,Minnesota Twins,Houston Astros,Houston Astros
717959,2023-05-30,Los Angeles Angels,Chicago White Sox,Los Angeles Angels
717955,2023-05-30,Colorado Rockies,Arizona Diamondbacks,Arizona Diamondbacks
717958,2023-05-30,Atlanta Braves,Oakland Athletics,Atlanta Braves
717952,2023-05-30,New York Yankees,Seattle Mariners,New York Yankees
717972,2023-05-30,Pittsburgh Pirates,San Francisco Giants,Pittsburgh Pirates
717957,2023-05-30,Washington Nationals,Los Angeles Dodgers,Los Angeles Dodgers
717951,2023-05-31,Texas Rangers,Detroit Tigers,Detroit Tigers
717943,2023-05-31,Los Angeles Angels,Chicago White Sox,Los Angeles Angels
717950,2023-05-31,Tampa Bay Rays,Chicago Cubs,Chicago Cubs
717946,2023-05-31,Cleveland Guardians,Baltimore Orioles,Cleveland Guardians
717949,2023-05-31,Atlanta Braves,Oakland Athletics,Atlanta Braves
717953,2023-05-31,Pittsburgh Pirates,San Francisco Giants,San Francisco Giants
717954,2023-05-31,Washington Nationals,Los Angeles Dodgers,Los Angeles Dodgers
717945,2023-05-31,San Diego Padres,Miami Marlins,San Diego Padres
717947,2023-05-31,Milwaukee Brewers,Toronto Blue Jays,Milwaukee Brewers
717948,2023-05-31,Cincinnati Reds,Boston Red Sox,Boston Red Sox
717944,2023-05-31,Philadelphia Phillies,New York Mets,Philadelphia Phillies
717938,2023-05-31,Minnesota Twins,Houston Astros,Minnesota Twins
717940,2023-05-31,Colorado Rockies,Arizona Diamondbacks,Arizona Diamondbacks
717939,2023-05-31,New York Yankees,Seattle Mariners,Seattle Mariners
717942,2023-06-01,Milwaukee Brewers,Toronto Blue Jays,Toronto Blue Jays
717934,2023-06-01,Philadelphia Phillies,New York Mets,Philadelphia Phillies
717941,2023-06-01,San Diego Padres,Miami Marlins,Miami Marlins
717933,2023-06-01,Colorado Rockies,Arizona Diamondbacks,Colorado Rockies
717932,2023-06-01,Cincinnati Reds,Boston Red Sox,Cincinnati Reds
717937,2023-06-01,Cleveland Guardians,Minnesota Twins,Cleveland Guardians
717936,2023-06-01,Los Angeles Angels,Houston Astros,Los Angeles Angels
717931,2023-06-02,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers
717927,2023-06-02,Oakland Athletics,Miami Marlins,Miami Marlins
717930,2023-06-02,St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals
717935,2023-06-02,Philadelphia Phillies,Washington Nationals,Washington Nationals
717929,2023-06-02,Toronto Blue Jays,New York Mets,Toronto Blue Jays
717922,2023-06-02,Seattle Mariners,Texas Rangers,Texas Rangers
717926,2023-06-02,Los Angeles Angels,Houston Astros,Houston Astros
717923,2023-06-02,Colorado Rockies,Kansas City Royals,Colorado Rockies
717924,2023-06-02,Cleveland Guardians,Minnesota Twins,Minnesota Twins
717925,2023-06-02,Detroit Tigers,Chicago White Sox,Chicago White Sox
717921,2023-06-02,Chicago Cubs,San Diego Padres,Chicago Cubs
717919,2023-06-02,Atlanta Braves,Arizona Diamondbacks,Arizona Diamondbacks
717917,2023-06-02,New York Yankees,Los Angeles Dodgers,Los Angeles Dodgers
717920,2023-06-02,Baltimore Orioles,San Francisco Giants,San Francisco Giants
717928,2023-06-05,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays
717918,2023-06-03,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays
717885,2023-06-03,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays
717915,2023-06-03,Detroit Tigers,Chicago White Sox,Chicago White Sox
717907,2023-06-03,St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals
717912,2023-06-03,Seattle Mariners,Texas Rangers,Seattle Mariners
717914,2023-06-03,Philadelphia Phillies,Washington Nationals,Philadelphia Phillies
717908,2023-06-03,Los Angeles Angels,Houston Astros,Houston Astros
717909,2023-06-03,Colorado Rockies,Kansas City Royals,Colorado Rockies
717910,2023-06-03,Toronto Blue Jays,New York Mets,New York Mets
717911,2023-06-03,Oakland Athletics,Miami Marlins,Miami Marlins
717906,2023-06-03,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers
717913,2023-06-03,Cleveland Guardians,Minnesota Twins,Minnesota Twins
717905,2023-06-03,New York Yankees,Los Angeles Dodgers,New York Yankees
717916,2023-06-03,Baltimore Orioles,San Francisco Giants,San Francisco Giants
717903,2023-06-03,Chicago Cubs,San Diego Padres,San Diego Padres
717901,2023-06-03,Atlanta Braves,Arizona Diamondbacks,Atlanta Braves
717898,2023-06-04,St. Louis Cardinals,Pittsburgh Pirates,Pittsburgh Pirates
717904,2023-06-04,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays
717902,2023-06-04,Philadelphia Phillies,Washington Nationals,Philadelphia Phillies
717900,2023-06-04,Toronto Blue Jays,New York Mets,Toronto Blue Jays
717896,2023-06-04,Oakland Athletics,Miami Marlins,Miami Marlins
717897,2023-06-04,Milwaukee Brewers,Cincinnati Reds,Milwaukee Brewers
717899,2023-06-04,Los Angeles Angels,Houston Astros,Houston Astros
717893,2023-06-04,Colorado Rockies,Kansas City Royals,Kansas City Royals
717895,2023-06-04,Cleveland Guardians,Minnesota Twins,Cleveland Guardians
717891,2023-06-04,Detroit Tigers,Chicago White Sox,Detroit Tigers
717894,2023-06-04,Seattle Mariners,Texas Rangers,Texas Rangers
717890,2023-06-04,Baltimore Orioles,San Francisco Giants,Baltimore Orioles
717892,2023-06-04,Atlanta Braves,Arizona Diamondbacks,Atlanta Braves
717889,2023-06-04,Chicago Cubs,San Diego Padres,Chicago Cubs
717888,2023-06-04,New York Yankees,Los Angeles Dodgers,New York Yankees
717928,2023-06-05,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays
717886,2023-06-05,Detroit Tigers,Philadelphia Phillies,Philadelphia Phillies
717887,2023-06-05,Kansas City Royals,Miami Marlins,Kansas City Royals
717884,2023-06-05,Oakland Athletics,Pittsburgh Pirates,Oakland Athletics
717878,2023-06-05,Houston Astros,Toronto Blue Jays,Houston Astros
717883,2023-06-05,Milwaukee Brewers,Cincinnati Reds,Cincinnati Reds
717879,2023-06-05,St. Louis Cardinals,Texas Rangers,St. Louis Cardinals
717880,2023-06-05,Chicago Cubs,San Diego Padres,San Diego Padres
717882,2023-06-06,Minnesota Twins,Tampa Bay Rays,Tampa Bay Rays
717875,2023-06-06,Detroit Tigers,Philadelphia Phillies,Philadelphia Phillies
717876,2023-06-06,Kansas City Royals,Miami Marlins,Miami Marlins
717881,2023-06-06,Arizona Diamondbacks,Washington Nationals,Arizona Diamondbacks
717874,2023-06-06,Oakland Athletics,Pittsburgh Pirates,Pittsburgh Pirates
717877,2023-06-06,Chicago White Sox,New York Yankees,Chicago White Sox
717871,2023-06-06,Houston Astros,Toronto Blue Jays,Houston Astros
717873,2023-06-06,Boston Red Sox,Cleveland Guardians,Cleveland Guardians
717870,2023-06-06,Los Angeles Dodgers,Cincinnati Reds,Los Angeles Dodgers
717872,2023-06-06,New York Mets,Atlanta Braves,Atlanta Braves
717867,2023-06-06,Baltimore Orioles,Milwaukee Brewers,Milwaukee Brewers
717868,2023-06-06,St. Louis Cardinals,Texas Rangers,St. Louis Cardinals
717869,2023-06-06,San Francisco Giants,Colorado Rockies,San Francisco Giants
717861,2023-06-06,Chicago Cubs,Los Angeles Angels,Chicago Cubs
717864,2023-06-06,Seattle Mariners,San Diego Padres,Seattle Mariners
717865,2023-06-07,Oakland Athletics,Pittsburgh Pirates,Oakland Athletics
717863,2023-06-07,Seattle Mariners,San Diego Padres,San Diego Padres
717860,2023-06-07,Kansas City Royals,Miami Marlins,Kansas City Royals
717859,2023-06-07,Minnesota Twins,Tampa Bay Rays,Tampa Bay Rays
717866,2023-06-07,Arizona Diamondbacks,Washington Nationals,Arizona Diamondbacks
717856,2023-06-07,Houston Astros,Toronto Blue Jays,Houston Astros
717858,2023-06-07,Boston Red Sox,Cleveland Guardians,Boston Red Sox
717853,2023-06-07,Los Angeles Dodgers,Cincinnati Reds,Los Angeles Dodgers
717850,2023-06-07,New York Mets,Atlanta Braves,New York Mets
717851,2023-06-07,Baltimore Orioles,Milwaukee Brewers,Milwaukee Brewers
717854,2023-06-07,St. Louis Cardinals,Texas Rangers,St. Louis Cardinals
717852,2023-06-07,San Francisco Giants,Colorado Rockies,Colorado Rockies
717855,2023-06-07,Chicago Cubs,Los Angeles Angels,Los Angeles Angels
717862,2023-06-08,Detroit Tigers,Philadelphia Phillies,Philadelphia Phillies
717857,2023-06-08,Chicago White Sox,New York Yankees,New York Yankees
717844,2023-06-08,Los Angeles Dodgers,Cincinnati Reds,Los Angeles Dodgers
717845,2023-06-08,Minnesota Twins,Tampa Bay Rays,Minnesota Twins
717849,2023-06-08,Baltimore Orioles,Milwaukee Brewers,Milwaukee Brewers
717846,2023-06-08,San Francisco Giants,Colorado Rockies,San Francisco Giants
717848,2023-06-08,Chicago White Sox,New York Yankees,Chicago White Sox
717857,2023-06-08,Chicago White Sox,New York Yankees,New York Yankees
717862,2023-06-08,Detroit Tigers,Philadelphia Phillies,Philadelphia Phillies
717843,2023-06-08,Houston Astros,Toronto Blue Jays,Houston Astros
717842,2023-06-08,Boston Red Sox,Cleveland Guardians,Cleveland Guardians
717840,2023-06-08,New York Mets,Atlanta Braves,Atlanta Braves
717838,2023-06-08,Chicago Cubs,Los Angeles Angels,Chicago Cubs
717847,2023-06-22,Arizona Diamondbacks,Washington Nationals,Arizona Diamondbacks
717834,2023-06-09,Arizona Diamondbacks,Detroit Tigers,Arizona Diamondbacks
717827,2023-06-09,Texas Rangers,Tampa Bay Rays,Tampa Bay Rays
717839,2023-06-09,Kansas City Royals,Baltimore Orioles,Baltimore Orioles
717836,2023-06-09,New York Mets,Pittsburgh Pirates,New York Mets
717837,2023-06-09,Los Angeles Dodgers,Philadelphia Phillies,Los Angeles Dodgers
717841,2023-06-09,Boston Red Sox,New York Yankees,Boston Red Sox
717835,2023-06-09,Minnesota Twins,Toronto Blue Jays,Minnesota Twins
717833,2023-06-09,Houston Astros,Cleveland Guardians,Houston Astros
717829,2023-06-09,Washington Nationals,Atlanta Braves,Washington Nationals
717828,2023-06-09,Miami Marlins,Chicago White Sox,Chicago White Sox
717831,2023-06-09,Oakland Athletics,Milwaukee Brewers,Oakland Athletics
717832,2023-06-09,Cincinnati Reds,St. Louis Cardinals,St. Louis Cardinals
717830,2023-06-09,San Diego Padres,Colorado Rockies,San Diego Padres
717824,2023-06-09,Seattle Mariners,Los Angeles Angels,Seattle Mariners
717823,2023-06-09,Chicago Cubs,San Francisco Giants,San Francisco Giants
717821,2023-06-10,Arizona Diamondbacks,Detroit Tigers,Arizona Diamondbacks
717820,2023-06-10,Miami Marlins,Chicago White Sox,Chicago White Sox
717817,2023-06-10,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds
717822,2023-06-10,Minnesota Twins,Toronto Blue Jays,Toronto Blue Jays
717819,2023-06-10,San Diego Padres,Colorado Rockies,San Diego Padres
717818,2023-06-10,Kansas City Royals,Baltimore Orioles,Baltimore Orioles
717812,2023-06-10,New York Mets,Pittsburgh Pirates,New York Mets
717811,2023-06-10,Los Angeles Dodgers,Philadelphia Phillies,Los Angeles Dodgers
717813,2023-06-10,Texas Rangers,Tampa Bay Rays,Texas Rangers
717816,2023-06-10,Washington Nationals,Atlanta Braves,Washington Nationals
717814,2023-06-10,Oakland Athletics,Milwaukee Brewers,Oakland Athletics
717815,2023-06-10,Houston Astros,Cleveland Guardians,Houston Astros
717826,2023-06-10,Chicago Cubs,San Francisco Giants,Chicago Cubs
717825,2023-06-10,Boston Red Sox,New York Yankees,New York Yankees
717809,2023-06-10,Seattle Mariners,Los Angeles Angels,Seattle Mariners
717804,2023-06-11,Arizona Diamondbacks,Detroit Tigers,Detroit Tigers
717802,2023-06-11,Houston Astros,Cleveland Guardians,Cleveland Guardians
717808,2023-06-11,Kansas City Royals,Baltimore Orioles,Kansas City Royals
717803,2023-06-11,New York Mets,Pittsburgh Pirates,New York Mets
717806,2023-06-11,Los Angeles Dodgers,Philadelphia Phillies,Philadelphia Phillies
717807,2023-06-11,Washington Nationals,Atlanta Braves,Atlanta Braves
717805,2023-06-11,Minnesota Twins,Toronto Blue Jays,Minnesota Twins
717801,2023-06-11,Texas Rangers,Tampa Bay Rays,Tampa Bay Rays
717795,2023-06-11,Miami Marlins,Chicago White Sox,Miami Marlins
717800,2023-06-11,Oakland Athletics,Milwaukee Brewers,Milwaukee Brewers
717797,2023-06-11,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds
717798,2023-06-11,San Diego Padres,Colorado Rockies,Colorado Rockies
717796,2023-06-11,Chicago Cubs,San Francisco Giants,San Francisco Giants
717799,2023-06-11,Seattle Mariners,Los Angeles Angels,Los Angeles Angels
717810,2023-06-11,Boston Red Sox,New York Yankees,Boston Red Sox
717790,2023-06-12,Atlanta Braves,Detroit Tigers,Atlanta Braves
717794,2023-06-12,Colorado Rockies,Boston Red Sox,Colorado Rockies
717791,2023-06-12,San Francisco Giants,St. Louis Cardinals,San Francisco Giants
717792,2023-06-12,Los Angeles Angels,Texas Rangers,Texas Rangers
717793,2023-06-12,Cincinnati Reds,Kansas City Royals,Kansas City Royals
717789,2023-06-12,Tampa Bay Rays,Oakland Athletics,Oakland Athletics
717785,2023-06-12,Philadelphia Phillies,Arizona Diamondbacks,Arizona Diamondbacks
717786,2023-06-12,Miami Marlins,Seattle Mariners,Seattle Mariners
717787,2023-06-13,Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays
717788,2023-06-13,Colorado Rockies,Boston Red Sox,Colorado Rockies
717779,2023-06-13,New York Yankees,New York Mets,New York Yankees
717783,2023-06-13,Milwaukee Brewers,Minnesota Twins,Milwaukee Brewers
717781,2023-06-13,San Francisco Giants,St. Louis Cardinals,San Francisco Giants
717782,2023-06-13,Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates
717780,2023-06-13,Los Angeles Angels,Texas Rangers,Los Angeles Angels
717777,2023-06-13,Cincinnati Reds,Kansas City Royals,Kansas City Royals
717778,2023-06-13,Washington Nationals,Houston Astros,Houston Astros
717772,2023-06-13,Cleveland Guardians,San Diego Padres,San Diego Padres
717774,2023-06-13,Tampa Bay Rays,Oakland Athletics,Tampa Bay Rays
717775,2023-06-13,Philadelphia Phillies,Arizona Diamondbacks,Philadelphia Phillies
717773,2023-06-13,Miami Marlins,Seattle Mariners,Seattle Mariners
717776,2023-06-13,Chicago White Sox,Los Angeles Dodgers,Los Angeles Dodgers
717784,2023-06-14,Atlanta Braves,Detroit Tigers,Atlanta Braves
717770,2023-06-14,Atlanta Braves,Detroit Tigers,Detroit Tigers
717784,2023-06-14,Atlanta Braves,Detroit Tigers,Atlanta Braves
717771,2023-06-14,Milwaukee Brewers,Minnesota Twins,Milwaukee Brewers
717767,2023-06-14,San Francisco Giants,St. Louis Cardinals,San Francisco Giants
717769,2023-06-14,Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays
717768,2023-06-14,Colorado Rockies,Boston Red Sox,Boston Red Sox
717766,2023-06-14,New York Yankees,New York Mets,New York Mets
717763,2023-06-14,Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates
717765,2023-06-14,Los Angeles Angels,Texas Rangers,Los Angeles Angels
717764,2023-06-14,Cincinnati Reds,Kansas City Royals,Cincinnati Reds
717762,2023-06-14,Washington Nationals,Houston Astros,Houston Astros
717758,2023-06-14,Cleveland Guardians,San Diego Padres,San Diego Padres
717761,2023-06-14,Tampa Bay Rays,Oakland Athletics,Tampa Bay Rays
717757,2023-06-14,Philadelphia Phillies,Arizona Diamondbacks,Philadelphia Phillies
717759,2023-06-14,Miami Marlins,Seattle Mariners,Miami Marlins
717760,2023-06-14,Chicago White Sox,Los Angeles Dodgers,Chicago White Sox
717753,2023-06-15,Toronto Blue Jays,Baltimore Orioles,Baltimore Orioles
717756,2023-06-15,Tampa Bay Rays,Oakland Athletics,Tampa Bay Rays
717755,2023-06-15,Philadelphia Phillies,Arizona Diamondbacks,Philadelphia Phillies
717752,2023-06-15,Detroit Tigers,Minnesota Twins,Detroit Tigers
717754,2023-06-15,Colorado Rockies,Atlanta Braves,Colorado Rockies
717747,2023-06-15,Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates
717751,2023-06-15,Los Angeles Angels,Texas Rangers,Los Angeles Angels
717746,2023-06-15,Washington Nationals,Houston Astros,Washington Nationals
717750,2023-06-15,Cleveland Guardians,San Diego Padres,Cleveland Guardians
717748,2023-06-15,Chicago White Sox,Los Angeles Dodgers,Chicago White Sox
717744,2023-06-16,Baltimore Orioles,Chicago Cubs,Chicago Cubs
717749,2023-06-16,Miami Marlins,Washington Nationals,Miami Marlins
717743,2023-06-16,St. Louis Cardinals,New York Mets,New York Mets
717742,2023-06-16,New York Yankees,Boston Red Sox,New York Yankees
717745,2023-06-16,Colorado Rockies,Atlanta Braves,Atlanta Braves
717741,2023-06-16,Toronto Blue Jays,Texas Rangers,Texas Rangers
717737,2023-06-16,Cincinnati Reds,Houston Astros,Cincinnati Reds
717736,2023-06-16,Los Angeles Angels,Kansas City Royals,Los Angeles Angels
717738,2023-06-16,Detroit Tigers,Minnesota Twins,Minnesota Twins
717740,2023-06-16,Pittsburgh Pirates,Milwaukee Brewers,Milwaukee Brewers
717739,2023-06-16,Cleveland Guardians,Arizona Diamondbacks,Arizona Diamondbacks
717732,2023-06-16,Tampa Bay Rays,San Diego Padres,Tampa Bay Rays
717735,2023-06-16,Philadelphia Phillies,Oakland Athletics,Philadelphia Phillies
717731,2023-06-16,San Francisco Giants,Los Angeles Dodgers,Los Angeles Dodgers
717733,2023-06-16,Chicago White Sox,Seattle Mariners,Chicago White Sox
717728,2023-06-17,Detroit Tigers,Minnesota Twins,Minnesota Twins
717729,2023-06-17,Baltimore Orioles,Chicago Cubs,Chicago Cubs
717723,2023-06-17,Toronto Blue Jays,Texas Rangers,Toronto Blue Jays
717734,2023-06-17,Miami Marlins,Washington Nationals,Miami Marlins
717725,2023-06-17,Philadelphia Phillies,Oakland Athletics,Oakland Athletics
717727,2023-06-17,Cincinnati Reds,Houston Astros,Cincinnati Reds
717726,2023-06-17,Los Angeles Angels,Kansas City Royals,Los Angeles Angels
717718,2023-06-17,St. Louis Cardinals,New York Mets,New York Mets
717724,2023-06-17,Colorado Rockies,Atlanta Braves,Atlanta Braves
717722,2023-06-17,Chicago White Sox,Seattle Mariners,Seattle Mariners
717720,2023-06-17,Pittsburgh Pirates,Milwaukee Brewers,Milwaukee Brewers
717717,2023-06-17,Tampa Bay Rays,San Diego Padres,San Diego Padres
717721,2023-06-17,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants
717719,2023-06-17,Cleveland Guardians,Arizona Diamondbacks,Cleveland Guardians
717730,2023-06-18,New York Yankees,Boston Red Sox,New York Yankees
717708,2023-06-18,Baltimore Orioles,Chicago Cubs,Chicago Cubs
717716,2023-06-18,Colorado Rockies,Atlanta Braves,Colorado Rockies
717714,2023-06-18,Miami Marlins,Washington Nationals,Miami Marlins
717730,2023-06-18,New York Yankees,Boston Red Sox,New York Yankees
717715,2023-06-18,New York Yankees,Boston Red Sox,New York Yankees
717713,2023-06-18,St. Louis Cardinals,New York Mets,St. Louis Cardinals
717707,2023-06-18,Cincinnati Reds,Houston Astros,Houston Astros
717712,2023-06-18,Los Angeles Angels,Kansas City Royals,Kansas City Royals
717711,2023-06-18,Detroit Tigers,Minnesota Twins,Detroit Tigers
717710,2023-06-18,Pittsburgh Pirates,Milwaukee Brewers,Pittsburgh Pirates
717709,2023-06-18,Toronto Blue Jays,Texas Rangers,Toronto Blue Jays
717705,2023-06-18,Philadelphia Phillies,Oakland Athletics,Philadelphia Phillies
717706,2023-06-18,Cleveland Guardians,Arizona Diamondbacks,Cleveland Guardians
717702,2023-06-18,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants
