game_pk,date,away_team,home_team,home_fir,away_fir
717127,2023-08-04,Colorado Rockies,St. Louis Cardinals,0,3
717130,2023-08-04,Seattle Mariners,Los Angeles Angels,1,4
717129,2023-08-04,Los Angeles Dodgers,San Diego Padres,0,0
717126,2023-08-05,Houston Astros,New York Yankees,0,0
717122,2023-08-05,Tampa Bay Rays,Detroit Tigers,0,0
717121,2023-08-05,Atlanta Braves,Chicago Cubs,5,0
717124,2023-08-05,Miami Marlins,Texas Rangers,0,0
717120,2023-08-05,Washington Nationals,Cincinnati Reds,0,1
717125,2023-08-05,Toronto Blue Jays,Boston Red Sox,0,0
717123,2023-08-05,Kansas City Royals,Philadelphia Phillies,2,0
717114,2023-08-05,New York Mets,Baltimore Orioles,2,0
717117,2023-08-05,San Francisco Giants,Oakland Athletics,0,0
717118,2023-08-05,Arizona Diamondbacks,Minnesota Twins,0,0
717115,2023-08-05,Chicago White Sox,Cleveland Guardians,0,0
717116,2023-08-05,Pittsburgh Pirates,Milwaukee Brewers,0,0
717119,2023-08-05,Colorado Rockies,St. Louis Cardinals,0,0
717112,2023-08-05,Los Angeles Dodgers,San Diego Padres,0,0
717109,2023-08-05,Seattle Mariners,Los Angeles Angels,0,0
