game_pk,hitter_name,hitter_team,hrs
717666,Billy McKinney,New York Yankees,1
717666,Dylan Moore,Seattle Mariners,1
717666,Jake Bauers,New York Yankees,1
717663,Josh Naylor,Cleveland Guardians,1
717663,Ryan Noda,Oakland Athletics,1
717665,Justin Turner,Boston Red Sox,1
717665,Max Kepler,Minnesota Twins,1
717667,Andrew Vaughn,Chicago White Sox,1
717667,Ezequiel Duran,Texas Rangers,1
717667,Jonah Heim,Texas Rangers,1
717662,Freddie Freeman,Los Angeles Dodgers,1
717662,Miguel Vargas,Los Angeles Dodgers,1
717657,Marcell Ozuna,Atlanta Braves,1
717660,Josh Bell,Cleveland Guardians,1
717658,Byron Buxton,Minnesota Twins,2
717658,Carlos Correa,Minnesota Twins,1
717661,Gary Sanchez,San Diego Padres,1
717661,Ha-Seong Kim,San Diego Padres,1
717661,Manny Machado,San Diego Padres,1
717659,Drew Waters,Kansas City Royals,1
717659,Francisco Mejia,Tampa Bay Rays,1
717654,Garrett Cooper,Miami Marlins,1
717654,Henry Davis,Pittsburgh Pirates,1
717654,Ke'Bryan Hayes,Pittsburgh Pirates,1
717652,Cal Raleigh,Seattle Mariners,1
717652,Isiah Kiner-Falefa,New York Yankees,1
717652,Kolten Wong,Seattle Mariners,1
717652,Teoscar Hernandez,Seattle Mariners,1
717652,Ty France,Seattle Mariners,1
717649,Jose Siri,Tampa Bay Rays,1
717649,Nick Pratto,Kansas City Royals,1
717649,Salvador Perez,Kansas City Royals,1
717647,Max Kepler,Minnesota Twins,1
717647,Royce Lewis,Minnesota Twins,1
717650,Austin Riley,Atlanta Braves,1
717650,Elly De La Cruz,Cincinnati Reds,1
717650,Jake Fraley,Cincinnati Reds,1
717650,Joey Votto,Cincinnati Reds,2
717650,Matt Olson,Atlanta Braves,2
717650,Ronald Acuna Jr.,Atlanta Braves,1
717650,Travis d'Arnaud,Atlanta Braves,1
717651,Anthony Santander,Baltimore Orioles,1
717651,Teoscar Hernandez,Seattle Mariners,1
717651,Tom Murphy,Seattle Mariners,1
717656,Brandon Nimmo,New York Mets,1
717655,Adolis Garcia,Texas Rangers,1
717646,JJ Bleday,Oakland Athletics,1
717646,Shea Langeliers,Oakland Athletics,1
717646,Vladimir Guerrero Jr.,Toronto Blue Jays,1
717648,Jose Ramirez,Cleveland Guardians,1
717648,Willy Adames,Milwaukee Brewers,2
717645,Rafael Devers,Boston Red Sox,1
717644,Elias Diaz,Colorado Rockies,1
717644,Jurickson Profar,Colorado Rockies,1
717644,Mike Trout,Los Angeles Angels,1
717644,Shohei Ohtani,Los Angeles Angels,1
717642,Ha-Seong Kim,San Diego Padres,1
717642,Juan Soto,San Diego Padres,1
717642,Michael Chavis,Washington Nationals,1
717642,Xander Bogaerts,San Diego Padres,1
717643,Kyle Tucker,Houston Astros,1
717643,Mauricio Dubon,Houston Astros,1
717643,Mookie Betts,Los Angeles Dodgers,1
717641,Evan Longoria,Arizona Diamondbacks,1
717641,Patrick Bailey,San Francisco Giants,1
717637,Dansby Swanson,Chicago Cubs,1
717637,Ian Happ,Chicago Cubs,2
717628,Aaron Hicks,Baltimore Orioles,1
717628,Anthony Santander,Baltimore Orioles,1
717628,J.P. Crawford,Seattle Mariners,1
717628,Julio Rodriguez,Seattle Mariners,1
717628,Mike Ford,Seattle Mariners,2
717628,Ryan McKenna,Baltimore Orioles,1
717639,Ketel Marte,Arizona Diamondbacks,1
717639,Luis Matos,San Francisco Giants,1
717635,Nick Castellanos,Philadelphia Phillies,1
717635,Starling Marte,New York Mets,1
717636,Billy McKinney,New York Yankees,1
717634,Danny Jansen,Toronto Blue Jays,1
717634,Seth Brown,Oakland Athletics,1
717634,Vladimir Guerrero Jr.,Toronto Blue Jays,1
717632,Drew Waters,Kansas City Royals,1
717632,Edward Olivares,Kansas City Royals,1
717632,Freddy Fermin,Kansas City Royals,1
717632,Wander Franco,Tampa Bay Rays,1
717631,Jake Fraley,Cincinnati Reds,1
717631,Marcell Ozuna,Atlanta Braves,1
717631,Matt McLain,Cincinnati Reds,1
717631,Matt Olson,Atlanta Braves,1
717631,Ozzie Albies,Atlanta Braves,1
717631,Spencer Steer,Cincinnati Reds,1
717631,Travis d'Arnaud,Atlanta Braves,1
717631,Will Benson,Cincinnati Reds,1
717629,Andrew Vaughn,Chicago White Sox,1
717629,Jake Burger,Chicago White Sox,1
717629,Luis Robert Jr.,Chicago White Sox,1
717629,Triston Casas,Boston Red Sox,1
717629,Yasmani Grandal,Chicago White Sox,1
717630,Luis Arraez,Miami Marlins,1
717626,Alex Bregman,Houston Astros,1
717626,David Peralta,Los Angeles Dodgers,1
717626,Jason Heyward,Los Angeles Dodgers,1
717626,Will Smith,Los Angeles Dodgers,1
717633,Carlos Correa,Minnesota Twins,1
717633,Joey Gallo,Minnesota Twins,1
717638,Jeimer Candelario,Washington Nationals,1
717638,Lane Thomas,Washington Nationals,1
717640,Brandon Drury,Los Angeles Angels,1
717640,Brenton Doyle,Colorado Rockies,1
717640,David Fletcher,Los Angeles Angels,1
717640,Matt Thaiss,Los Angeles Angels,1
717640,Mickey Moniak,Los Angeles Angels,1
717640,Mike Trout,Los Angeles Angels,1
717621,Donovan Solano,Minnesota Twins,1
717627,Anthony Santander,Baltimore Orioles,1
717627,Cal Raleigh,Seattle Mariners,1
717624,Francisco Lindor,New York Mets,1
717624,Pete Alonso,New York Mets,1
717624,Trea Turner,Philadelphia Phillies,1
717622,Jonah Heim,Texas Rangers,1
717617,Cavan Biggio,Toronto Blue Jays,1
717617,George Springer,Toronto Blue Jays,1
717617,Tony Kemp,Oakland Athletics,1
717619,Jose Siri,Tampa Bay Rays,1
717618,Matt McLain,Cincinnati Reds,1
717618,Matt Olson,Atlanta Braves,1
717620,Jonathan Davis,Miami Marlins,1
717613,Josh Naylor,Cleveland Guardians,1
717614,Luis Robert Jr.,Chicago White Sox,2
717616,Ezequiel Tovar,Colorado Rockies,1
717612,Ketel Marte,Arizona Diamondbacks,1
717610,Ha-Seong Kim,San Diego Padres,1
717610,Jeimer Candelario,Washington Nationals,1
717615,Jeremy Pena,Houston Astros,1
717615,Jose Abreu,Houston Astros,1
717615,Mookie Betts,Los Angeles Dodgers,1
717615,Will Smith,Los Angeles Dodgers,1
717611,Spencer Steer,Cincinnati Reds,1
717607,Joey Wiemer,Milwaukee Brewers,1
717609,Joey Gallo,Minnesota Twins,1
717609,Marcell Ozuna,Atlanta Braves,1
717609,Ronald Acuna Jr.,Atlanta Braves,1
717606,Adolis Garcia,Texas Rangers,1
717606,Andy Ibanez,Detroit Tigers,1
717606,Jake Rogers,Detroit Tigers,1
717606,Marcus Semien,Texas Rangers,1
717608,Luis Robert Jr.,Chicago White Sox,1
717608,Shohei Ohtani,Los Angeles Angels,1
717602,Dominic Smith,Washington Nationals,1
717602,Eugenio Suarez,Seattle Mariners,1
717602,J.P. Crawford,Seattle Mariners,1
717602,Lane Thomas,Washington Nationals,1
717601,Matt McLain,Cincinnati Reds,1
717601,TJ Friedl,Cincinnati Reds,1
717603,Carlos Santana,Pittsburgh Pirates,1
717603,Jack Suwinski,Pittsburgh Pirates,1
717603,Nick Gonzales,Pittsburgh Pirates,1
717605,Bryan De La Cruz,Miami Marlins,1
717605,Jean Segura,Miami Marlins,1
717597,Brandon Nimmo,New York Mets,2
717597,Daniel Vogelbach,New York Mets,1
717597,Francisco Lindor,New York Mets,1
717600,Austin Riley,Atlanta Braves,1
717600,Michael Harris II,Atlanta Braves,1
717600,Ronald Acuna Jr.,Atlanta Braves,2
717600,Sean Murphy,Atlanta Braves,1
717598,Martin Maldonado,Houston Astros,1
717598,Paul DeJong,St. Louis Cardinals,1
717599,Adolis Garcia,Texas Rangers,1
717599,Ezequiel Duran,Texas Rangers,1
717599,Spencer Torkelson,Detroit Tigers,1
717596,Brandon Marsh,Philadelphia Phillies,2
717594,J.D. Martinez,Los Angeles Dodgers,2
717592,Shohei Ohtani,Los Angeles Angels,2
717590,Keibert Ruiz,Washington Nationals,1
717590,Teoscar Hernandez,Seattle Mariners,1
717593,Christian Walker,Arizona Diamondbacks,1
717593,Corbin Carroll,Arizona Diamondbacks,1
717593,Evan Longoria,Arizona Diamondbacks,1
717593,Jose Siri,Tampa Bay Rays,1
717593,Ketel Marte,Arizona Diamondbacks,1
717595,Josh Donaldson,New York Yankees,1
717595,Seth Brown,Oakland Athletics,1
717588,Matt Olson,Atlanta Braves,1
717587,Jose Caballero,Seattle Mariners,1
717589,Adam Frazier,Baltimore Orioles,1
717589,TJ Friedl,Cincinnati Reds,1
717585,Carlos Santana,Pittsburgh Pirates,1
717586,Austin Slater,San Francisco Giants,1
717583,Garrett Cooper,Miami Marlins,1
717583,Jazz Chisholm Jr.,Miami Marlins,1
717583,Rafael Devers,Boston Red Sox,1
717581,Tommy Pham,New York Mets,1
717582,Brendan Donovan,St. Louis Cardinals,1
717582,Jose Abreu,Houston Astros,1
717582,Jose Altuve,Houston Astros,1
717582,Nolan Arenado,St. Louis Cardinals,1
717582,Paul Goldschmidt,St. Louis Cardinals,1
717580,Adolis Garcia,Texas Rangers,1
717580,Ezequiel Duran,Texas Rangers,1
717580,Josh Jung,Texas Rangers,1
717580,Kerry Carpenter,Detroit Tigers,1
717584,Dansby Swanson,Chicago Cubs,1
717584,Edmundo Sosa,Philadelphia Phillies,1
717584,Jared Young,Chicago Cubs,1
717584,Josh Harrison,Philadelphia Phillies,1
717584,Nick Castellanos,Philadelphia Phillies,1
717577,Bo Naylor,Cleveland Guardians,1
717577,Jose Ramirez,Cleveland Guardians,1
717577,Josh Bell,Cleveland Guardians,1
717578,Mookie Betts,Los Angeles Dodgers,1
717576,Brandon Drury,Los Angeles Angels,1
717576,Eloy Jimenez,Chicago White Sox,1
717576,Hunter Renfroe,Los Angeles Angels,1
717576,Luis Robert Jr.,Chicago White Sox,1
717576,Seby Zavala,Chicago White Sox,2
717571,Ha-Seong Kim,San Diego Padres,1
717571,Trent Grisham,San Diego Padres,1
717570,Ezequiel Duran,Texas Rangers,1
717570,Leody Taveras,Texas Rangers,1
717570,Spencer Torkelson,Detroit Tigers,2
717574,Isiah Kiner-Falefa,New York Yankees,1
717574,Josh Donaldson,New York Yankees,1
717568,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
717568,Luke Raley,Tampa Bay Rays,1
717560,Hunter Renfroe,Los Angeles Angels,1
717560,Mickey Moniak,Los Angeles Angels,1
717560,Mike Moustakas,Los Angeles Angels,1
717560,Shohei Ohtani,Los Angeles Angels,1
717569,Jazz Chisholm Jr.,Miami Marlins,1
717564,Vladimir Guerrero Jr.,Toronto Blue Jays,1
717565,Brandon Nimmo,New York Mets,1
717565,Brett Baty,New York Mets,1
717565,Victor Caratini,Milwaukee Brewers,1
717566,Alex Bregman,Houston Astros,1
717566,Kyle Tucker,Houston Astros,1
717567,Kyle Schwarber,Philadelphia Phillies,1
717572,J.D. Martinez,Los Angeles Dodgers,1
717559,Christopher Morel,Chicago Cubs,1
717559,Nick Madrigal,Chicago Cubs,1
717559,Will Brennan,Cleveland Guardians,1
717557,Matt McLain,Cincinnati Reds,1
717557,Spencer Steer,Cincinnati Reds,1
717557,Trent Grisham,San Diego Padres,1
717557,Tyler Stephenson,Cincinnati Reds,1
717563,Stone Garrett,Washington Nationals,1
717561,Adley Rutschman,Baltimore Orioles,1
717561,Byron Buxton,Minnesota Twins,1
717561,Joey Gallo,Minnesota Twins,1
717561,Max Kepler,Minnesota Twins,1
717562,Andrew McCutchen,Pittsburgh Pirates,1
717562,Carlos Santana,Pittsburgh Pirates,1
717555,Jarren Duran,Boston Red Sox,1
717555,Justin Turner,Boston Red Sox,1
717555,Masataka Yoshida,Boston Red Sox,1
717556,Patrick Bailey,San Francisco Giants,1
717556,Tommy Pham,New York Mets,1
717556,Wilmer Flores,San Francisco Giants,1
717558,Austin Riley,Atlanta Braves,1
717558,Eddie Rosario,Atlanta Braves,1
717558,Jesus Sanchez,Miami Marlins,1
717558,Jorge Soler,Miami Marlins,1
717558,Matt Olson,Atlanta Braves,2
717558,Ronald Acuna Jr.,Atlanta Braves,1
717558,Sean Murphy,Atlanta Braves,1
717554,Jonah Heim,Texas Rangers,1
717554,Jose Altuve,Houston Astros,1
717554,Josh Jung,Texas Rangers,1
717552,Andy Ibanez,Detroit Tigers,1
717552,Ezequiel Tovar,Colorado Rockies,1
717553,Mookie Betts,Los Angeles Dodgers,2
717549,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
717549,Shohei Ohtani,Los Angeles Angels,1
717551,Carlos Perez,Oakland Athletics,1
717551,Luis Robert Jr.,Chicago White Sox,1
717548,Jose Siri,Tampa Bay Rays,1
717548,Josh Lowe,Tampa Bay Rays,1
717548,Randy Arozarena,Tampa Bay Rays,1
717548,Tom Murphy,Seattle Mariners,1
717550,Lars Nootbaar,St. Louis Cardinals,1
717539,Jonathan India,Cincinnati Reds,1
717539,Juan Soto,San Diego Padres,1
717539,Manny Machado,San Diego Padres,2
717545,Jake Bauers,New York Yankees,1
717545,Nolan Gorman,St. Louis Cardinals,1
717545,Paul Goldschmidt,St. Louis Cardinals,1
717547,Bo Bichette,Toronto Blue Jays,1
717547,George Springer,Toronto Blue Jays,1
717547,Justin Turner,Boston Red Sox,1
717547,Matt Chapman,Toronto Blue Jays,1
717547,Rafael Devers,Boston Red Sox,1
717542,Kyle Tucker,Houston Astros,1
717541,Joey Gallo,Minnesota Twins,1
717543,Alec Bohm,Philadelphia Phillies,2
717543,Dominic Smith,Washington Nationals,1
717543,Kyle Schwarber,Philadelphia Phillies,1
717543,Nick Castellanos,Philadelphia Phillies,1
717540,Christian Yelich,Milwaukee Brewers,1
717540,Jack Suwinski,Pittsburgh Pirates,1
717540,Raimel Tapia,Milwaukee Brewers,1
717538,Eloy Jimenez,Chicago White Sox,1
717538,Seth Brown,Oakland Athletics,1
717535,Brandon Nimmo,New York Mets,1
717535,Francisco Alvarez,New York Mets,1
717535,Francisco Lindor,New York Mets,1
717536,Ozzie Albies,Atlanta Braves,1
717536,Ronald Acuna Jr.,Atlanta Braves,1
717534,J.P. Crawford,Seattle Mariners,1
717534,Luke Raley,Tampa Bay Rays,1
717544,Zach McKinstry,Detroit Tigers,1
717533,Anthony Rendon,Los Angeles Angels,1
717528,J.T. Realmuto,Philadelphia Phillies,1
717528,Jeimer Candelario,Washington Nationals,1
717528,Nick Castellanos,Philadelphia Phillies,1
717528,Stone Garrett,Washington Nationals,1
717532,Orlando Arcia,Atlanta Braves,1
717532,Ozzie Albies,Atlanta Braves,1
717532,Travis d'Arnaud,Atlanta Braves,1
717531,Nick Gonzales,Pittsburgh Pirates,1
717531,William Contreras,Milwaukee Brewers,1
717530,Alex Verdugo,Boston Red Sox,1
717530,Brandon Belt,Toronto Blue Jays,2
717526,Fernando Tatis Jr.,San Diego Padres,1
717526,Ha-Seong Kim,San Diego Padres,1
717526,Spencer Steer,Cincinnati Reds,1
717526,Tyler Stephenson,Cincinnati Reds,1
717524,Brendan Donovan,St. Louis Cardinals,1
717520,Jose Altuve,Houston Astros,1
717520,Nathaniel Lowe,Texas Rangers,1
717523,Jake Marisnick,Detroit Tigers,1
717523,Jake Rogers,Detroit Tigers,1
717523,Javier Baez,Detroit Tigers,1
717523,Kerry Carpenter,Detroit Tigers,1
717523,Randal Grichuk,Colorado Rockies,1
717523,Ryan McMahon,Colorado Rockies,1
717523,Spencer Torkelson,Detroit Tigers,1
717522,Carson Kelly,Arizona Diamondbacks,1
717522,Mickey Moniak,Los Angeles Angels,1
717522,Mike Trout,Los Angeles Angels,1
717522,Shohei Ohtani,Los Angeles Angels,1
717518,Brent Rooker,Oakland Athletics,1
717518,Jake Burger,Chicago White Sox,1
717519,Eugenio Suarez,Seattle Mariners,1
717519,Isaac Paredes,Tampa Bay Rays,1
717519,Randy Arozarena,Tampa Bay Rays,1
717519,Tom Murphy,Seattle Mariners,1
717521,Andres Gimenez,Cleveland Guardians,1
717521,Christopher Morel,Chicago Cubs,1
717525,Blake Sabol,San Francisco Giants,1
717525,Mark Canha,New York Mets,1
717525,Pete Alonso,New York Mets,1
717514,Adolis Garcia,Texas Rangers,1
717514,Chas McCormick,Houston Astros,1
717514,Jose Abreu,Houston Astros,1
717514,Kyle Tucker,Houston Astros,1
717514,Leody Taveras,Texas Rangers,1
717514,Travis Jankowski,Texas Rangers,1
717514,Yainer Diaz,Houston Astros,1
717517,Jeimer Candelario,Washington Nationals,1
717517,Joey Votto,Cincinnati Reds,1
717515,Willson Contreras,St. Louis Cardinals,1
717513,Anthony Volpe,New York Yankees,1
717513,Harrison Bader,New York Yankees,1
717513,Kyle Higashioka,New York Yankees,1
717512,Marcell Ozuna,Atlanta Braves,1
717512,Michael Harris II,Atlanta Braves,2
717510,Edouard Julien,Minnesota Twins,1
717510,Maikel Garcia,Kansas City Royals,1
717510,Nick Pratto,Kansas City Royals,1
717505,Luis Rengifo,Los Angeles Angels,1
717505,Xander Bogaerts,San Diego Padres,1
717516,Blake Sabol,San Francisco Giants,2
717506,Max Muncy,Los Angeles Dodgers,1
717507,Jonathan India,Cincinnati Reds,2
717507,Nick Senzel,Cincinnati Reds,1
717508,Aaron Hicks,Baltimore Orioles,1
717508,Adam Frazier,Baltimore Orioles,1
717508,Gleyber Torres,New York Yankees,1
717508,Jose Trevino,New York Yankees,1
717502,Garrett Cooper,Miami Marlins,1
717502,Jesus Sanchez,Miami Marlins,1
717501,Mitch Garver,Texas Rangers,1
717500,Bobby Witt Jr.,Kansas City Royals,1
717500,Byron Buxton,Minnesota Twins,1
717500,Donovan Solano,Minnesota Twins,1
717500,Max Kepler,Minnesota Twins,1
717504,Grae Kessinger,Houston Astros,1
717504,Kris Bryant,Colorado Rockies,1
717498,Brandon Nimmo,New York Mets,1
717498,Christian Walker,Arizona Diamondbacks,1
717498,Corbin Carroll,Arizona Diamondbacks,1
717498,Francisco Alvarez,New York Mets,1
717498,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
717498,Starling Marte,New York Mets,1
717499,Wander Franco,Tampa Bay Rays,1
717503,Dansby Swanson,Chicago Cubs,1
717509,AJ Pollock,Seattle Mariners,1
717509,Mike Ford,Seattle Mariners,1
717497,Hunter Renfroe,Los Angeles Angels,1
717497,Jake Cronenworth,San Diego Padres,1
717497,Xander Bogaerts,San Diego Padres,1
717495,Amed Rosario,Cleveland Guardians,1
717495,Ozzie Albies,Atlanta Braves,2
717496,Luis Robert Jr.,Chicago White Sox,1
717496,Vladimir Guerrero Jr.,Toronto Blue Jays,1
717492,Jack Suwinski,Pittsburgh Pirates,1
717492,James Outman,Los Angeles Dodgers,2
717492,Jonny Deluca,Los Angeles Dodgers,1
717492,Mookie Betts,Los Angeles Dodgers,1
717489,C.J. Cron,Colorado Rockies,1
717489,Jeremy Pena,Houston Astros,1
717489,Randal Grichuk,Colorado Rockies,1
717489,Yainer Diaz,Houston Astros,2
717485,Jordan Diaz,Oakland Athletics,1
717485,Ryan Noda,Oakland Athletics,1
717485,Shea Langeliers,Oakland Athletics,1
717491,Luke Raley,Tampa Bay Rays,1
717491,Nick Castellanos,Philadelphia Phillies,1
717491,Trea Turner,Philadelphia Phillies,1
717488,Jacob Stallings,Miami Marlins,1
717488,Jordan Walker,St. Louis Cardinals,1
717488,Nolan Gorman,St. Louis Cardinals,1
717493,Elly De La Cruz,Cincinnati Reds,1
717493,Joey Votto,Cincinnati Reds,1
717487,Anthony Volpe,New York Yankees,1
717487,Josh Donaldson,New York Yankees,1
717487,Ryan O'Hearn,Baltimore Orioles,1
717484,Adolis Garcia,Texas Rangers,1
717486,Austin Riley,Atlanta Braves,1
717486,Matt Olson,Atlanta Braves,1
717486,Sean Murphy,Atlanta Braves,1
717482,Edouard Julien,Minnesota Twins,1
717482,Ryan Jeffers,Minnesota Twins,1
717483,Willy Adames,Milwaukee Brewers,1
717478,Manny Machado,San Diego Padres,1
717478,Matt Thaiss,Los Angeles Angels,1
717477,Christian Walker,Arizona Diamondbacks,1
717477,Francisco Alvarez,New York Mets,1
717479,Bryan Reynolds,Pittsburgh Pirates,1
717479,David Peralta,Los Angeles Dodgers,1
717479,J.D. Martinez,Los Angeles Dodgers,1
717479,Jack Suwinski,Pittsburgh Pirates,1
717480,Eloy Jimenez,Chicago White Sox,1
717480,Matt Chapman,Toronto Blue Jays,1
717480,Whit Merrifield,Toronto Blue Jays,2
717481,Alex Call,Washington Nationals,1
717481,Nick Senzel,Cincinnati Reds,1
717476,Jake Marisnick,Detroit Tigers,1
717474,Christian Yelich,Milwaukee Brewers,1
717474,Cody Bellinger,Chicago Cubs,1
717474,Victor Caratini,Milwaukee Brewers,1
717474,Yan Gomes,Chicago Cubs,1
717472,Darick Hall,Philadelphia Phillies,1
717472,Isaac Paredes,Tampa Bay Rays,1
717473,Nolan Arenado,St. Louis Cardinals,1
717475,Gunnar Henderson,Baltimore Orioles,2
717469,Andres Gimenez,Cleveland Guardians,1
717469,Jose Ramirez,Cleveland Guardians,1
717469,Josh Naylor,Cleveland Guardians,1
717471,Corey Seager,Texas Rangers,1
717467,Eugenio Suarez,Seattle Mariners,2
717467,J.P. Crawford,Seattle Mariners,1
717470,Francisco Alvarez,New York Mets,1
717470,Francisco Lindor,New York Mets,1
717470,Pete Alonso,New York Mets,1
717462,Freddie Freeman,Los Angeles Dodgers,1
717462,Max Muncy,Los Angeles Dodgers,1
717457,George Springer,Toronto Blue Jays,1
717457,Whit Merrifield,Toronto Blue Jays,1
717460,Sean Murphy,Atlanta Braves,1
717460,Wander Franco,Tampa Bay Rays,1
717466,Cristian Pache,Philadelphia Phillies,1
717466,Garrett Cooper,Miami Marlins,1
717466,J.T. Realmuto,Philadelphia Phillies,1
717465,Adolis Garcia,Texas Rangers,1
717465,Corey Seager,Texas Rangers,1
717465,Joey Meneses,Washington Nationals,2
717464,Cody Bellinger,Chicago Cubs,1
717463,Josh Bell,Cleveland Guardians,1
717461,Seth Brown,Oakland Athletics,1
717453,Mike Ford,Seattle Mariners,1
717455,Jake Burger,Chicago White Sox,1
717455,Luis Robert Jr.,Chicago White Sox,1
717455,Nolan Arenado,St. Louis Cardinals,2
717459,Joey Votto,Cincinnati Reds,1
717459,Joey Wiemer,Milwaukee Brewers,1
717459,Willy Adames,Milwaukee Brewers,1
717452,Lourdes Gurriel Jr.,Arizona Diamondbacks,1
717454,Francisco Lindor,New York Mets,1
717454,Manny Machado,San Diego Padres,1
717456,Freddie Freeman,Los Angeles Dodgers,1
717456,J.D. Martinez,Los Angeles Dodgers,1
717456,Mickey Moniak,Los Angeles Angels,1
717456,Mike Moustakas,Los Angeles Angels,1
717456,Mookie Betts,Los Angeles Dodgers,2
717456,Will Smith,Los Angeles Dodgers,1
717448,Brandon Crawford,San Francisco Giants,1
717448,Ezequiel Tovar,Colorado Rockies,1
717448,Ryan McMahon,Colorado Rockies,1
717447,Giancarlo Stanton,New York Yankees,2
717447,Josh Donaldson,New York Yankees,1
717447,Mike Tauchman,Chicago Cubs,1
717445,Jordan Walker,St. Louis Cardinals,1
717451,Austin Slater,San Francisco Giants,1
717451,Austin Wynns,Colorado Rockies,1
717451,Michael Conforto,San Francisco Giants,1
717450,Alex Call,Washington Nationals,1
717450,Jeimer Candelario,Washington Nationals,1
717450,Joey Meneses,Washington Nationals,1
717450,Josh Jung,Texas Rangers,2
717443,Bobby Witt Jr.,Kansas City Royals,1
717449,Alex Verdugo,Boston Red Sox,1
717449,Brent Rooker,Oakland Athletics,1
717449,Jarren Duran,Boston Red Sox,1
717449,Manny Pina,Oakland Athletics,1
717439,Alek Thomas,Arizona Diamondbacks,1
717438,Jorge Soler,Miami Marlins,1
717438,Trea Turner,Philadelphia Phillies,1
717444,Joey Votto,Cincinnati Reds,1
717444,Will Benson,Cincinnati Reds,1
717444,Willy Adames,Milwaukee Brewers,2
717440,Martin Maldonado,Houston Astros,1
717441,Sean Murphy,Atlanta Braves,1
717437,David Peralta,Los Angeles Dodgers,1
717437,Freddie Freeman,Los Angeles Dodgers,1
717437,J.D. Martinez,Los Angeles Dodgers,1
717437,Max Muncy,Los Angeles Dodgers,1
717437,Mookie Betts,Los Angeles Dodgers,1
717437,Shohei Ohtani,Los Angeles Angels,1
717436,Francisco Alvarez,New York Mets,1
717436,Matthew Batten,San Diego Padres,1
717432,Dominic Smith,Washington Nationals,1
717432,Joey Meneses,Washington Nationals,1
717432,Stone Garrett,Washington Nationals,1
717435,Adam Duvall,Boston Red Sox,1
717435,Brent Rooker,Oakland Athletics,1
717435,Masataka Yoshida,Boston Red Sox,1
717433,Anthony Volpe,New York Yankees,1
717433,Kyle Higashioka,New York Yankees,1
717433,Seiya Suzuki,Chicago Cubs,1
717434,Kyle Isbel,Kansas City Royals,1
717431,Danny Jansen,Toronto Blue Jays,1
717431,Riley Greene,Detroit Tigers,1
717429,Isaac Paredes,Tampa Bay Rays,1
717429,Travis d'Arnaud,Atlanta Braves,1
717429,Yandy Diaz,Tampa Bay Rays,1
717426,Bryan De La Cruz,Miami Marlins,1
717426,Dane Myers,Miami Marlins,1
717426,Edmundo Sosa,Philadelphia Phillies,1
717426,Jesus Sanchez,Miami Marlins,1
717430,Martin Maldonado,Houston Astros,1
717428,Aaron Hicks,Baltimore Orioles,1
717428,Adley Rutschman,Baltimore Orioles,1
717428,Anthony Santander,Baltimore Orioles,2
717428,Austin Hays,Baltimore Orioles,1
717428,Edouard Julien,Minnesota Twins,1
717428,Ramon Urias,Baltimore Orioles,1
717424,Willson Contreras,St. Louis Cardinals,1
717422,J.D. Davis,San Francisco Giants,1
717425,Alek Thomas,Arizona Diamondbacks,1
717425,Ji Man Choi,Pittsburgh Pirates,1
717423,Manny Machado,San Diego Padres,2
717418,Fernando Tatis Jr.,San Diego Padres,1
717418,Gary Sanchez,San Diego Padres,1
717418,J.T. Realmuto,Philadelphia Phillies,1
717418,Juan Soto,San Diego Padres,1
717418,Manny Machado,San Diego Padres,1
717416,Ji Man Choi,Pittsburgh Pirates,1
717407,Brendan Donovan,St. Louis Cardinals,1
717407,Lars Nootbaar,St. Louis Cardinals,1
717407,Willson Contreras,St. Louis Cardinals,1
717417,Adam Frazier,Baltimore Orioles,2
717417,Cedric Mullins,Baltimore Orioles,1
717417,Jorge Soler,Miami Marlins,1
717420,Gabriel Moreno,Arizona Diamondbacks,1
717420,Vladimir Guerrero Jr.,Toronto Blue Jays,1
717413,J.D. Martinez,Los Angeles Dodgers,1
717414,Matt Olson,Atlanta Braves,1
717419,Adam Duvall,Boston Red Sox,1
717419,Cody Bellinger,Chicago Cubs,2
717419,Justin Turner,Boston Red Sox,1
717419,Rafael Devers,Boston Red Sox,2
717419,Triston Casas,Boston Red Sox,1
717419,Yu Chang,Boston Red Sox,1
717415,Adolis Garcia,Texas Rangers,1
717415,Bo Naylor,Cleveland Guardians,1
717415,Corey Seager,Texas Rangers,1
717415,Jonah Heim,Texas Rangers,1
717415,Josh Naylor,Cleveland Guardians,1
717415,Nathaniel Lowe,Texas Rangers,1
717410,Giancarlo Stanton,New York Yankees,1
717410,Kris Bryant,Colorado Rockies,1
717410,Nolan Jones,Colorado Rockies,1
717410,Randal Grichuk,Colorado Rockies,1
717405,Taylor Ward,Los Angeles Angels,1
717409,Joey Gallo,Minnesota Twins,1
717406,Akil Baddoo,Detroit Tigers,1
717406,Kerry Carpenter,Detroit Tigers,1
717406,Mike Ford,Seattle Mariners,1
717406,Nick Maton,Detroit Tigers,1
717411,Bobby Witt Jr.,Kansas City Royals,1
717411,Francisco Mejia,Tampa Bay Rays,1
717411,Jose Siri,Tampa Bay Rays,2
717408,Kyle Schwarber,Philadelphia Phillies,1
717408,Manny Machado,San Diego Padres,1
717408,Trent Grisham,San Diego Padres,1
717397,Bryce Harper,Philadelphia Phillies,1
